,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
3403,2101295925,111225924,Óscar Senra Gómez,description,,-2,description,"""Galician cultural manager and writer""",,"""Spanish cultural manager and writer""",,string,UPDATE,PROPERTY_VALUE,human,Spanish cultural manager and writer,,,unrefinement,,1,5,5,0.6666666666666666,0,0,7,0.19444444444444445,0,1.0,0,4,1,0,5.44,0,1,0.9787736
3406,411829390,421071,manganese(II) chloride,Q421071$CAD88C05-BB67-4421-A87A-E3C8B53FFEDD,,679,ZVG number,"""006250""",,"""6250""",,string,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity",chemical compound,,,re_formatting,chemical compound,2,1,1,0.0,0,1,2,0.3333333333333333,0,1.0,0,0,0,0,2.0,0,1,0.98260146
3409,11891065,144,dog,description,,-2,description,"""species of the Canidæ family, frequently kept as a pet""",,"""subspecies of the Canidæ family, frequently kept as a pet""",,string,UPDATE,PROPERTY_VALUE,"domesticated mammal, organisms known by a particular common name, pet",domestic animal,,,refinement,"domesticated mammal, pet",3,10,10,0.8181818181818182,1,0,3,0.05263157894736842,0,1.0,1,1,0,0,5.34,0,1,0.9964372
3413,132016765,241864,UEFA Euro 2008,label,,-1,label,"""UEFA Euro 2008""",,"""Euro 2008""",,string,UPDATE,PROPERTY_VALUE,edition of the UEFA European Championship,13th European association football championship,,,unrefinement,,5,3,2,0.6666666666666666,0,1,5,0.35714285714285715,0,0.6666666666666667,0,0,3,0,2.6666666666666665,0,1,0.9950371
3418,1135907454,187763,Lake Zell,description,,-2,description,"""Dake""",,"""Lake""",,string,UPDATE,PROPERTY_VALUE,lake,lake in Salzburg,,,textual_change,,0,1,1,0.0,0,0,1,0.25,1,1.0,0,1,1,0,1.0,0,1,0.97342604
3419,1622603249,99732832,Aida Rechena,description,,-2,description,"""portuguese museologist""",,"""Portuguese museologist""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,1,1,0,5.25,0,1,0.99446386
3423,1326633020,200489,Sexual Healing,description,,-2,description,"""1982 single by Marvin Gaye from the Album Midnight Love""",,"""1982 single by Marvin Gaye""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,29,10,5,0.5,0,1,29,0.5272727272727272,0,0.5,0,0,13,0,4.56,1,0,0.9502945
3425,1593685384,111226080,Mercedes Quispe,description,,-2,description,"""Bolivian conductor""",,"""Bolivian bus driver""",,string,UPDATE,PROPERTY_VALUE,human,Bolivian bus driver,,,refinement,,1,2,3,0.25,0,0,8,0.42105263157894735,0,0.6666666666666667,0,3,3,0,6.166666666666667,1,0,0.98153436
3428,1593523775,111223274,Lee Van Ching,description,,-2,description,"""Chinese-born antiquities dealer of Asian arts (active in 1920's to 1950's)""",,"""Chinese-born antiquities dealer of Asian arts""",,string,UPDATE,PROPERTY_VALUE,human,Chinese-born antiquities dealer of Asian arts,,,refinement,,29,11,6,0.5454545454545454,0,1,29,0.3918918918918919,0,0.5454545454545454,0,0,14,0,6.924242424242424,1,0,0.98761374
3430,2030308624,1208553,Tatsugo,Q1208553$57A8C3F8-45A7-4510-AF4A-CE07E9AF18A3,,41,flag image,"""Flag of Tatsugo Kagoshima.JPG""",,"""Flag of Tatsugo, Kagoshima.svg""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,1,4,4,0.3333333333333333,0,0,3,0.1,0,1.0,0,2,3,0,6.75,1,0,0.95243096
3431,503156405,197204,fur,description,,-2,description,"""hairy animal skin""",,"""soft, thick, hairy coat of a mammal""",,string,UPDATE,PROPERTY_VALUE,,,,,"rewording, refinement","hide, skin",18,3,7,0.1111111111111111,0,0,27,0.7714285714285715,0,0.4285714285714286,0,12,2,0,4.523809523809524,0,0,0.95791376
3432,1037333559,129677,Chernobyl,label,,-1,label,"""Chernobyl""",,"""Chernobyll""",,string,UPDATE,PROPERTY_VALUE,"city or town, exclusion zone, lost city, populated place in Ukraine","partially abandoned city in Kyiv Oblast, Ukraine",,,textual_change,,1,1,1,0.0,1,0,1,0.1,0,1.0,0,0,0,0,1.0,1,0,0.99782306
3436,1688297156,315637,Gustavo Díaz-Ordaz,Q315637$0d82d2be-4346-78cf-f853-0b25f7aa6dd9,,1477,birth name,"""José Gustavo del Santísimo Sacramento Díaz Ordaz Bolaños Cacho""",,"""José Gustavo Díaz Ordaz Bolaños Cacho""",,monolingualtext,UPDATE,PROPERTY_VALUE,human,56th President of Mexico,,,unrefinement,,25,9,6,0.6666666666666666,0,0,25,0.4032258064516129,0,0.6666666666666667,0,0,9,0,5.407407407407407,1,1,0.9877435
3445,1399843211,275131,Scratch,description,,-2,description,"""programming language learning environment""",,"""block-based programming language""",,string,UPDATE,PROPERTY_VALUE,"educational programming language, educational technology, free software, online service, programming language, visual programming language",programming language learning environment,,,property_value_update,,9,4,3,0.4,0,0,32,0.7804878048780488,0,0.75,0,7,2,0,7.333333333333333,0,0,0.9716869
3448,1512824206,316587,Hans Friderichs,Q316587$A50DAB60-D54D-48DC-B5C7-2372C989F088,,18,image,"""Bundesarchiv B 145 Bild-F046797-0028, Mainz, FDP-Bundesparteitag, Friderichs.jpg""",,"""Hans Friderichs (cropped).jpg""",,string,UPDATE,PROPERTY_VALUE,human,"German jurist, politician and businessman",,,unrefinement,,51,7,3,0.0,0,0,66,0.825,1,0.4285714285714286,0,4,33,0,11.523809523809524,0,1,0.95629704
3453,598588024,186481,Riccardo Giacconi,description,,-2,description,"""Physicist""",,"""physicist""",,string,UPDATE,PROPERTY_VALUE,human,Italian American astrophysicist,,,re_formatting,,0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.99641216
3462,2284034440,2979220,effects of climate change on human health,description,,-2,description,"""how climate change affects human health""",,"""how climate change effects human health""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,"determinants of health, effects of climate change, environmental health, global health, public health",0,6,6,0.7142857142857143,0,0,1,0.02564102564102564,0,1.0,0,0,0,0,4.75,1,1,0.9974855
3464,2249593409,254163,Rostami,label,,-1,label,"""Rostami, Bushehr""",,"""Rostami""",,string,UPDATE,PROPERTY_VALUE,village,"village in Angali Rural District, Iran",,,unrefinement,,9,2,1,0.0,0,1,9,0.5625,0,0.5,0,0,8,0,3.5,1,0,0.9790852
3467,411826783,420701,methyl butyrate,Q420701$0D2EE4FD-081A-4258-89E6-8DD43BDF4BFB,,679,ZVG number,"""028050""",,"""28050""",,string,UPDATE,PROPERTY_VALUE,"biogenic acyclic ester, type of chemical entity, wax monoester",chemical compound,,,re_formatting,"biogenic acyclic ester, wax monoester",1,1,1,0.0,0,1,1,0.16666666666666666,0,1.0,0,0,0,0,1.0,0,1,0.9868829
3471,32316225,162925,meiotic nuclear division,description,,-2,description,"""pinga""",,"""type of cell division necessary for sexual reproduction in eukaryotes""",,string,UPDATE,PROPERTY_VALUE,,One of the two nuclear divisions that occur as part of the meiotic cell cycle.,,,property_value_update,,64,1,10,0.0,0,0,65,0.9420289855072463,1,0.09999999999999998,0,55,1,0,6.4,0,0,0.8843119
3472,1154001279,19592,Hartlepool United F.C.,description,,-2,description,"""English association football club""",,"""association football club in Hartlepool, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Hartlepool, England",,,"refinement, rewording",,15,4,6,0.42857142857142855,0,0,31,0.6458333333333334,0,0.6666666666666667,0,6,1,0,7.041666666666667,0,0,0.9960082
3474,2038168865,61090,Friedrich Kohlrausch,q61090$2CC7E669-276C-4230-B160-DF2E51442A6B,,213,ISNI,"""0000 0001 1450 1058""",,"""0000000114501058""",,string,UPDATE,PROPERTY_VALUE,human,German physicist (1840-1910),,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.98666906
3475,315116903,180139,Hradec Králové,Q180139$FFDC1ADB-E212-4AC3-A743-F37C50D11DAD,,856,official website,"""http://www.hradeckralove.org/en.html""",,"""http://www.hradeckralove.org/""",,string,UPDATE,PROPERTY_VALUE,"capital of region, city, Czech municipality with expanded powers, district town, municipality of the Czech Republic, municipality with authorized municipal office, municipality with town privileges in the Czech Republic, statutory city in the Czech Republic",city in the Czech Republic,,,unrefinement,,7,1,1,0.0,0,1,7,0.19444444444444445,0,1.0,0,0,2,0,7.0,1,0,0.9983536
3476,453653,162,optical fiber,description,,-2,description,"""Light conductor wire""",,"""Light conducting wire""",,string,UPDATE,PROPERTY_VALUE,"electromagnetic waveguide, glass fiber, optical waveguide",light-conducting fiber,,,textual_change,"electromagnetic waveguide, glass fiber, optical waveguide",1,3,3,0.5,0,0,3,0.14285714285714285,0,1.0,0,0,0,0,5.111111111111111,1,1,0.99046075
3479,2027870189,11084436,Li Xian,description,,-2,description,"""Han dynasty military personal""",,"""Han dynasty military personnel""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,4,4,0.6,0,0,2,0.06666666666666667,0,1.0,0,0,0,0,5.6875,1,0,0.9845948
3490,90353196,2983328,Swedish Meteorological and Hydrological Institute,label,,-1,,"""SMHI""",,"""Swedish Meteorological and Hydrological Institute""",,string,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, re_formatting",,45,1,5,0.0,0,0,45,0.9183673469387755,1,0.19999999999999996,0,45,0,0,9.0,0,0,0.9449055
3491,1974871917,122508172,bros,description,,-2,description,"""iranian coffee shoo""",,"""iranian coffee shop""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,3,3,0.5,0,0,1,0.05263157894736842,0,1.0,0,1,0,0,4.555555555555555,1,0,0.96122277
3498,2067444247,200797,Polatsk,description,,-2,description,"""historical city and administrative center of Polotsk district in the Vitebsk region of Belarus""",,"""city in Belarus""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,79,14,3,0.23076923076923078,0,0,79,0.8404255319148937,0,0.2142857142857143,0,0,21,0,5.619047619047619,0,1,0.86445075
3502,294212998,288359,Lena Dunham,q288359$0340850C-E84F-4A66-BFF4-F43F333F2D51,,18,image,"""Lena Dunham 2012 Shankbone.JPG""",,"""Lena Dunham TFF 2012 Shankbone 3.JPG""",,string,UPDATE,PROPERTY_VALUE,human,"American writer, director, actress, and producer",,,refinement,,6,4,6,0.42857142857142855,0,0,6,0.16666666666666666,0,0.6666666666666667,0,4,0,0,6.083333333333333,1,1,0.98582727
3503,1722499097,4527,Western Ghats,description,,-2,description,"""mountain range running parallel to the western coast of India""",,"""Mountain range along the western coast of India""",,string,UPDATE,PROPERTY_VALUE,"mountain range, protected area",mountain range along the western coast of India,,,rewording,,14,10,8,0.5,0,0,17,0.2786885245901639,0,0.8,0,1,2,0,5.15,0,1,0.99232656
3514,538646265,2982993,College of Mount Saint Vincent,Q2982993$8AF7BCE8-925D-484C-8D8A-02F25E487E53,,3500,Ringgold ID,"""1853""",,"""2005""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0,1,1,0.0,0,0,4,1.0,1,1.0,0,3,3,0,4.0,0,0,0.9589241
3516,628845594,13765,Puigcerdà,q13765$F1F23F18-160E-4127-90D5-75B6841633D5,,18,image,"""Puigcerdà des de guils.jpg""",,"""Plaça dels Herois, Puigcerdà.jpg""",,string,UPDATE,PROPERTY_VALUE,"border city, municipality of Catalonia","municipality in the province of Girona, Catalonia, Spain",,,unrefinement,,6,4,4,0.0,0,0,22,0.6875,1,1.0,0,6,0,0,6.75,0,1,0.97044206
3520,628105603,10329,Sevilla FC,description,,-2,description,"""Spanish association football club""",,"""Novita""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team",Spanish professional football club based in Seville,,,property_value_update,,27,4,1,0.0,0,0,28,0.8484848484848485,1,0.25,0,2,20,0,6.5,0,0,0.9315162
3529,1725253702,30339457,Marcel Martin,Q30339457$c51545f6-4dfb-32d2-9708-0bc55a50f852,,1477,birth name,"""Marcel Marie Louis Emile Martin""",,"""Marcel Marie Louis Émile Martin""",,monolingualtext,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,5,5,0.6666666666666666,0,0,1,0.03225806451612903,0,1.0,0,1,1,0,3.4,1,1,0.9918684
3537,1539237251,9437,Wealdstone F.C.,description,,-2,description,"""English association football club""",,"""association football club in London, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in London, England",,,"refinement, rewording",,11,4,6,0.42857142857142855,0,0,27,0.6136363636363636,0,0.6666666666666667,0,4,1,0,6.625,0,0,0.9955106
3548,569785649,6760,UTC+03:00,description,,-2,description,"""Identifier for a time offset from UTC of +3""",,"""Identifier for a time offset from UTC of +03:00""",,string,UPDATE,PROPERTY_VALUE,time zone named for a UTC offset,identifier for a time offset from UTC of +3,,,refinement,,4,9,9,0.8,0,0,4,0.0851063829787234,0,1.0,0,4,0,0,4.592592592592593,1,0,0.99283856
3551,475264,807,Lausanne,description,,-2,description,"""The capital City of the canton of Vaud (Switzerland)""",,"""capital city of the Swiss Canton of Vaud""",,string,UPDATE,PROPERTY_VALUE,"big city, cantonal capital of Switzerland, city of Switzerland, college town, municipality of Switzerland","capital city of the canton of Vaud, Switzerland",,,rewording,,12,9,8,0.36363636363636365,0,0,24,0.46153846153846156,0,0.8888888888888888,0,2,5,0,4.819444444444445,0,0,0.99701506
3556,2190854275,10329,Sevilla FC,description,,-2,description,"""Spanish association football club""",,"""Spanish professional football club based in Seville""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team",Spanish professional football club based in Seville,,,refinement,,18,4,7,0.375,0,0,26,0.5098039215686274,0,0.5714285714285714,0,7,0,0,7.071428571428571,1,0,0.99254274
3563,1611749179,111223938,Denise O'Brien,description,,-2,description,"""Anthropology professor""",,"""Anthropology professor (1930-2008)""",,string,UPDATE,PROPERTY_VALUE,human,American anthropology professor (193?-2008),,,refinement,,12,2,3,0.6666666666666666,1,0,12,0.35294117647058826,0,0.6666666666666667,0,11,0,0,7.166666666666667,1,0,0.9892195
3566,1887558440,200124,Vayots Dzor Province,Q200124$2b41b349-41c4-89f0-3b8b-bef0138e9f8f,,242,locator map image,"""Vayots Dzor.svg""",,"""Vayots Dzor in Armenia.svg""",,string,UPDATE,PROPERTY_VALUE,province of Armenia,province of Armenia,,,refinement,,11,2,4,0.2,0,0,11,0.4230769230769231,0,0.5,0,7,0,0,5.875,1,1,0.9931045
3568,72216911,30744,Agenvillers,description,,-2,description,"""commune in France""",,"""commune in Somme, France""",,string,UPDATE,PROPERTY_VALUE,commune of France,"commune in Somme, France",,,unrefinement,,7,3,4,0.75,0,0,7,0.2916666666666667,0,0.75,0,2,0,0,4.166666666666667,1,1,0.98810554
3574,2035868571,114937,Emperor tamarin,Q114937$1F0659EA-05CA-4294-897B-1659CFA99144,,18,image,"""Emperor Tamarin SF ZOO.jpg""",,"""Black-chinned emperor tamarin (S. i. imperator).jpg""",,string,UPDATE,PROPERTY_VALUE,taxon,species of mammal,,,refinement,,25,4,6,0.0,0,0,28,0.5490196078431373,1,0.6666666666666667,0,12,6,0,7.416666666666667,0,1,0.96030223
3578,1193931406,2142,Goku,description,,-2,description,"""Fictional character and protagonist in the anime and manga franchise \""DragonBall\"".""",,"""protagonist of the Dragon Ball franchise""",,string,UPDATE,PROPERTY_VALUE,"anime character, fictional humanoid, film character, manga character",protagonist of the Dragon Ball franchise,,,"unrefinement, rewording",,42,11,6,0.23076923076923078,0,0,52,0.6341463414634146,0,0.5454545454545454,0,0,8,0,6.5,0,0,0.98207235
3580,1812232989,258404,Melvyn Greaves,Q258404$c66e0582-4f42-8d4c-1780-13ce1c7fcaba,,2070,Fellow of the Royal Society ID,"""melvyn-greaves-11539""",,"""11539""",,string,UPDATE,PROPERTY_VALUE,human,biologist,,,unrefinement,,15,1,1,0.0,0,1,15,0.75,0,1.0,0,0,15,0,15.0,0,1,0.9825971
3582,1953919074,91347,Elisabeth Charlotte Gloeden,description,,-2,description,"""German housewife""",,"""German lawyer""",,string,UPDATE,PROPERTY_VALUE,human,German lawyer (1903–1944),,,property_value_update,,3,2,2,0.3333333333333333,0,0,8,0.5,0,1.0,0,2,6,0,5.5,1,0,0.9671842
3587,1590991686,92902132,Scott M. Fitzpatrick,description,,-2,,"""researcher (ORCID 0000-0002-7392-6061)""",,"""American anthroplogist""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,16,3,2,0.0,0,0,33,0.868421052631579,1,0.6666666666666667,0,13,26,0,13.666666666666666,0,0,0.7836051
3593,301857431,159615,Santes Creus,Q159615$159edfb9-42d2-c5b6-1390-628a2e4b94a2,,213,ISNI,"""0000000121669465""",,"""0000 0001 2166 9465""",,string,UPDATE,PROPERTY_VALUE,"Cistercian monastery, monument, secularized monastery",Catalan former monastery,,,re_formatting,,3,1,4,0.0,0,0,3,0.15789473684210525,1,0.25,0,3,0,0,12.0,1,1,0.99098873
3595,2354823577,319631,,description,,-2,description,"""literary work""",,"""1962 essay by Karlheinz Deschner""",,string,UPDATE,PROPERTY_VALUE,literary work,1962 essay by Karlheinz Deschner,,,refinement,,19,2,5,0.0,0,0,27,0.84375,1,0.4,0,16,4,0,6.7,0,0,0.9748261
3597,1154521292,380497,Aeculanum,label,,-1,label,"""Aeclanum""",,"""Aeculanum""",,string,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site",ancient town in Italy,,,textual_change,,1,1,1,0.0,0,0,1,0.1111111111111111,1,1.0,0,0,0,0,1.0,1,1,0.9594111
3610,316120543,441371,el señor de la noche,Q441371$ba2248c0-4ba9-0fb3-34d8-0ae5c804fbc0,,18,image,"""5sos logo.jpg""",,"""Nicolas Avellaneda 232.jpg""",,string,UPDATE,PROPERTY_VALUE,human,"Argentinian lawyer, journalist and politician (1837-1885)",,,property_value_update,,13,2,3,0.0,0,0,18,0.6923076923076923,1,0.6666666666666667,0,15,1,0,7.166666666666667,0,1,0.9836216
3612,1797201414,455899,Lucyna Winnicka,Q455899$41360778-FEB4-42E3-8918-B49F34CA584C,,18,image,"""Lucyna Winnicka.JPG""",,"""Lucyna Winnicka (portret 1).jpg""",,string,UPDATE,PROPERTY_VALUE,human,actress (1928-2013),,,"re_formatting, refinement",,12,2,4,0.2,0,0,12,0.3870967741935484,0,0.5,0,13,3,0,7.375,1,0,0.9839232
3613,1444711953,44709,Jean-Jacques Goldman,Q44709$783DCFCE-0B84-4D79-A17D-BA4B3DD1396C,,742,pseudonym,"""Sam Brewski""",,"""Sami Brewski""",,string,UPDATE,PROPERTY_VALUE,human,French musician and record producer,,,textual_change,,1,2,2,0.3333333333333333,0,0,1,0.08333333333333333,0,1.0,0,0,0,0,3.5,1,1,0.97942346
3627,205922113,240111,Gaston,label,,-1,label,"""Gianstón""",,"""Gastón""",,string,UPDATE,PROPERTY_VALUE,Wikimedia disambiguation page,Wikimedia disambiguation page,,,textual_change,,2,1,1,0.0,0,0,2,0.25,1,1.0,0,0,1,0,2.0,0,1,0.96148026
3636,2345458318,111223640,Mehmetali,description,,-2,description,"""village in Kilis, Turkey""",,"""village in Kilis Merkez, Turkey""",,string,UPDATE,PROPERTY_VALUE,village in Turkey,"village in Kilis Merkez, Turkey",,,refinement,,7,4,5,0.5,0,0,7,0.22580645161290322,0,0.8,0,2,0,0,4.7,1,1,0.9905026
3641,1788219368,111224987,Template:Taxonomy/Oleacinoidei,description,,-2,description,"""Taxonomy template""",,"""taxonomy template""",,string,UPDATE,PROPERTY_VALUE,taxonomy template,taxonomy template,,,re_formatting,,0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,0,1,0,4.0,0,1,0.9798752
