,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
3540,1509933833,347148,Rastislav,Q347148$D3422AC9-0097-46E3-8692-E57977A94E79,,570,date of death,"""+870-01-01T00:00:00Z""",,"""+870-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Grand Duke of Moravia,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9911222
3541,1293601631,373169,Nikkō,Q373169$7E6BDEAA-F63D-4BDD-9B00-E29A3CE624C3,,569,date of birth,"""+1246-03-08T00:00:00Z""",,"""+1246-03-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Japanese Buddhist monk,,,property_value_update,,18,0,0,0,0,0,0,0,0,0.9935842
3542,1384790232,462976,Violet Rose Olney,Q462976$95C15623-477D-495D-9769-BB383F609818,,570,date of death,"""+1999-01-01T00:00:00Z""",,"""+1999-01-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British athlete,,,refinement,,2,0,0,1,0,1,0,0,0,0.99513704
3552,2057941098,849,François Villon,q849$6d9163b7-4463-e61c-fd6e-b4d784949aaf,,569,date of birth,"""+1431-04-01T00:00:00Z""",,"""+1431-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French poet and criminal,,,unrefinement,,122,0,1,0,0,0,1,0,1,0.99525034
3553,463417544,375578,Libeled Lady,Q375578$276C5E14-C058-4E0F-8C58-85D48C8475EC,,577,publication date,"""+1936-01-01T00:00:00Z""",,"""+1936-10-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,1936 film by Jack Conway,,,refinement,,281,0,0,1,0,1,0,1,0,0.99714494
3557,839869524,25861675,Michael Hunter,Q25861675$1bd621f4-4454-c011-a22b-bc7ec0c959f3,,569,date of birth,"""+1891-07-15T00:00:00Z""",,"""+1891-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,228,0,0,0,0,0,1,0,1,0.9845778
3559,1497541094,262623,Roman Catholic Archdiocese of Vienna,Q262623$e97e8e99-46c5-098b-4a45-2004f71f7457,,571,inception,"""+1469-01-18T00:00:00Z""",,"""+1722-06-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Roman Catholic metropolitan archdiocese,Catholic ecclesiastical territory in Austria,,,property_value_update,,92577,0,0,0,0,0,0,1,0,0.99656147
3560,1636733076,240150,Elena Glinskaya,Q240150$A68DA2F9-E74F-43E1-AA02-B2A66815FA3F,,570,date of death,"""+1538-04-04T00:00:00Z""",,"""+2021-04-04T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,second wife of Grand Prince Vasili III,,,property_value_update,,176415,0,0,0,0,0,0,0,0,0.992489
3569,2325152908,369790,George Gissing,Q369790$A3E19511-D3B9-422B-8344-5EA32B8CA463,,570,date of death,"""+1903-01-01T00:00:00Z""",,"""+1903-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,English novelist (1857–1903),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9965974
3571,1469609157,37450,Behruz Gharibpur,Q37450$14794469-4774-1560-9344-23111dd51145,,569,date of birth,"""+1950-01-01T00:00:00Z""",,"""+1950-09-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Iranian theatre director,,,refinement,,261,0,0,1,0,1,0,1,0,0.9967682
3573,484091961,311826,Muhammad Abduh,Q311826$C9504C4F-CA97-44AA-8F6B-5059C00FFDCD,,569,date of birth,"""+1849-01-01T00:00:00Z""",,"""+1849-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Egyptian Islamic jurist, religious scholar and liberal reformer (1849-1905)",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99825
3575,1337114413,190108,Pioneer program,Q190108$2e8bfd60-4cd4-7afa-9363-082094003e4e,,580,start time,"""+1958-08-17T00:00:00Z""",,"""+1958-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"NASA program, project",series of United States uncrewed space missions,,,unrefinement,,260,0,0,0,0,0,1,0,1,0.99666595
3583,1096195732,221555,Journey to the Past,Q221555$6048BDF7-0195-414F-BA48-9E7EC40916AD,,577,publication date,"""+1998-04-18T00:00:00Z""",,"""+1997-10-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,single,song from the animated musical film Anastasia,,,property_value_update,,557,0,0,0,0,0,0,0,0,0.9969835
3585,1122589561,60386,Christina of Saxony,Q60386$6F4952F1-D738-4057-A561-87C11FECEDDC,,570,date of death,"""+1521-01-01T00:00:00Z""",,"""+1521-12-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Saxon princess who became Queen consort of Denmark, Norway, and Sweden",,,refinement,,341,0,0,1,0,1,0,1,0,0.9969469
3590,2297762987,123561,Anna Göldi,Q123561$FD81A94F-EA8C-4E97-B099-25034862F94B,,570,date of death,"""+1782-06-13T00:00:00Z""",,"""+1783-06-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,last European to be executed for witchcraft,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9920243
3594,1276297372,231911,Sofía Vergara,Q231911$8648C368-9B50-4362-A5F4-9B6A95BD16C5,,569,date of birth,"""+1602-07-10T00:00:00Z""",,"""+1972-07-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Colombian-American actress and model,,,property_value_update,,135142,0,0,0,0,0,0,0,0,0.99366474
3596,1756394691,213027,Enoch,Q213027$52021d7f-46bf-b5d3-4b12-2b04416903fc,,569,date of birth,"""-3368-00-00T00:00:00Z""",,"""-3382-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"biblical figure, son of Jared",,,property_value_update,,5113,0,0,0,0,0,0,0,0,0.9883358
3598,853926858,108915,Lilian Franck,Q108915$9F0EF75D-5C1F-4E6E-BD1A-BC284D20DEF2,,569,date of birth,"""+2000-01-01T00:00:00Z""",,"""+1971-03-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German film director,,,property_value_update,,10653,0,0,0,0,0,1,1,0,0.99373114
3602,1993710011,215687,Boston Massacre,Q215687$a210e19e-47c0-dad5-204b-466f8210cbb3,,585,point in time,"""+2009-05-07T00:00:00Z""",,"""+1770-03-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,massacre,"Incident on March 5, 1770",,,property_value_update,,87356,0,0,0,0,0,0,0,0,0.99120325
3604,1532628483,73417,Berthold,Q73417$51DB5C7B-A4AB-403B-8E65-23A3B0C4063F,,569,date of birth,"""+1180-01-01T00:00:00Z""",,"""+1180-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman Catholic archbishop (1180-1251),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99442333
3607,1197036091,254523,Shamshi-Adad I,Q254523$b0bc01c6-432e-7aa2-3b78-2e89ba159861,,569,date of birth,"""+1784-00-00T00:00:00Z""",,"""-1860-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,king of Mari (ca. 1808–1776 BCE),,,property_value_update,,1330971,0,0,0,0,0,0,0,0,0.9958968
3615,966243017,103527,Wibke Bruhns,Q103527$05134828-A192-4465-BC48-D8A3F24B3F04,,569,date of birth,"""+1938-01-01T00:00:00Z""",,"""+1938-09-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German journalist and news presenter (1938–2019),,,refinement,,250,0,0,1,0,1,0,1,0,0.99673283
3619,476839044,372190,"Ernest Augustus, Elector of Brunswick-Lüneburg",Q372190$9EE8ECB1-9DF8-44DD-9D9D-5084D440C908,,570,date of death,"""+1698-02-02T00:00:00Z""",,"""+1698-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German prince (1629-1698),,,unrefinement,,62,0,0,0,0,0,1,0,1,0.99662125
3624,2275114523,102469,Abaza,Q102469$E20E7286-C271-475D-8C63-CE3AC2468702,,571,inception,"""+1867-01-01T00:00:00Z""",,"""+1856-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,", administrative divisions of Russia, city, city of federal subject significance of Russia, hamlet, human settlement, small city, village, work settlement of Russia",town in Russia,,,re_formatting,,4048,0,0,0,0,0,1,0,1,0.99768114
3625,641029044,349733,Adam Henkell,Q349733$45217945-D84C-4258-92BF-F2B0978F17B4,,570,date of death,"""+1866-01-01T00:00:00Z""",,"""+1866-04-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German entrepreneur,,,refinement,,116,0,0,1,0,1,0,1,0,0.99211407
3631,289724664,294092,Critias,q294092$6F3C745F-3110-4EF1-B2B6-3B3F823C9573,,569,date of birth,"""-460-01-01T00:00:00Z""",,"""-460-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Athenian politician (c. 460 – 403 BC),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9937626
3633,569177447,351927,Vyacheslav von Plehve,Q351927$BE4868A4-3D81-42B5-BDB8-7718320D2E6B,,569,date of birth,"""+1846-04-20T00:00:00Z""",,"""+1846-04-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian politician (1846-1904),,,property_value_update,,12,0,0,0,0,0,0,0,0,0.99742514
3634,1069404928,260269,Catherine of Valois,Q260269$1c13bb44-3888-4806-8af2-55b8fe42ed46,,569,date of birth,"""+1301-11-18T00:00:00Z""",,"""+1300-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Princess consort of Taranto, Princess consort of Achaea, and Queen consort of Albania",,,property_value_update,,717,0,0,0,0,0,1,0,1,0.99563664
3638,148446817,62943,Maurya empire,Q62943$1AE0071B-2940-4C4A-82C7-19A7B4A23364,,571,inception,"""+322-01-01T00:00:00Z""",,"""-322-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,historical country,ancient Indian empire (322–184 BCE),,,re_formatting,,235221,1,0,0,0,0,0,0,0,0.99746263
3643,1769303730,259933,Roman Catholic Diocese of Graz-Seckau,Q259933$4EB11FF6-8398-48C2-892D-2DA2C122A4E4,,571,inception,"""+1201-01-01T00:00:00Z""",,"""+1963-04-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,diocese of the Catholic Church,Catholic ecclesiastical territory in Austria,,,property_value_update,,278432,0,0,0,0,1,0,1,0,0.9949807
3646,959973001,335990,Abundantius,Q335990$1F188642-1FFE-4538-9E78-3AC4CC1E2492,,570,date of death,"""+500-01-01T00:00:00Z""",,"""+500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman consul,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9859444
3647,392345269,458742,Ambrogio Calepino,Q458742$32543B64-AD1F-449C-9CAF-E3B8FF3F49C2,,570,date of death,"""+1511-01-01T00:00:00Z""",,"""+1511-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Italian lexicographer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9947455
3651,990786165,27568,"Through the Past, Darkly (Big Hits Vol. 2)",Q27568$2E0D8031-4698-4079-9E49-0182B3E1F487,,577,publication date,"""+1969-09-12T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,album,1969 greatest hits album by the Rolling Stones,,,unrefinement,,285,0,0,0,0,0,1,0,1,0.99810535
3654,1887491330,257505,Kemani Tatyos Ekserciyan,Q257505$737AF269-8DA7-474F-AFF5-0D3D0A21AD3C,,569,date of birth,"""+1855-01-01T00:00:00Z""",,"""+1858-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ottoman Armenian composer,,,property_value_update,,1126,0,0,0,0,0,1,0,1,0.9937325
3662,146045626,352864,Pieter Lastman,Q352864$ED134270-015F-4E15-A4FB-1EF573B88718,,569,date of birth,"""+1937-01-01T00:00:00Z""",,"""+1583-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Dutch painter,,,property_value_update,,129298,0,0,0,0,0,0,0,0,0.98781943
3663,2333968638,133806042,Hitler's Priestess,Q133806042$49ecb4b1-4e86-80fc-1714-8351a9f9f88d,,577,publication date,"""+1998-06-00T00:00:00Z""",,"""+1998-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,182,0,0,0,0,0,0,0,1,0.9920788
3666,2028682340,302586,Matthew of Edessa,Q302586$65D1B438-1672-4D1C-9BE8-BEBD4FFABA3D,,570,date of death,"""+1144-01-01T00:00:00Z""",,"""+1144-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,12th-century Armenian historian,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9974864
3676,1752846314,200200,Assur,Q200200$654C7F5C-D6AD-4068-A26F-FA11624C7DF3,,571,inception,"""-2500-01-01T00:00:00Z""",,"""-2500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site, human settlement",archaeological site in Iraq,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9946651
3688,196236252,340210,Province of Saxony,Q340210$58024A55-689E-4948-8788-4BE431EB9766,,571,inception,"""+1816-01-01T00:00:00Z""",,"""+1815-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,provinces of Prussia,province of Prussia,,,re_formatting,,396,0,0,0,0,0,1,0,1,0.99132425
3690,84352182,342543,Vittorio Monti,Q342543$F40BA7B5-8FA1-44AE-974E-3E92DD910FB4,,570,date of death,"""+1922-06-20T00:00:00Z""",,"""+1898-06-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Italian composer, violinist, and conductor (1868-1922)",,,property_value_update,,8766,0,0,0,0,0,0,0,0,0.99514484
3693,2340704884,133810181,Gordon Faith,Q133810181$cecc42b8-4a76-13f8-8747-a3a3ae3394ac,,570,date of death,"""+2025-04-03T00:00:00Z""",,"""+2025-04-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,3,0,0,0,0,0,1,0,0,0.9858371
3698,270840540,182266,Xiang Yu,Q182266$149F979C-7792-4509-8F99-64835785B251,,569,date of birth,"""-232-01-01T00:00:00Z""",,"""-232-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chinese military leader,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99157673
3700,1528036212,160783,Michel Tournier,Q160783$4EB0F008-A860-46C1-B1F5-E90ABAD53D72,,569,date of birth,"""+4052-02-15T00:00:00Z""",,"""+1924-12-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French writer (1924–2016),,,property_value_update,,777560,0,0,0,0,0,0,0,0,0.9907206
3702,464887276,51728,Thoros of Edessa,Q51728$52FB77D3-DEAD-4648-8E79-99C7EFB18459,,569,date of birth,"""+1100-01-01T00:00:00Z""",,"""+1100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Armenian ruler of Edessa at the time of the First Crusade,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9979068
3706,1003385003,3263484,Louis de Jarente de Sénas d'Orgeval,Q3263484$37982F4E-BFDE-45E5-BA43-0D5828A03F30,,569,date of birth,"""+1746-06-00T00:00:00Z""",,"""+1746-06-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,1,0,0,0,1,1,0,0,0,0.9852198
3712,944411873,19874967,Yuri Kivshar,Q19874967$24553AED-5C48-41E1-BE9F-4CA20CE9C596,,569,date of birth,"""+1959-00-00T00:00:00Z""",,"""+1959-04-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,124,0,0,0,0,1,0,1,0,0.9857578
3713,384615532,900,Kazan,Q900$D9431FF0-6EA5-4126-8494-4AE5A8A96EE6,,571,inception,"""+1005-01-01T00:00:00Z""",,"""+1020-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"big city, city of republic significance, city or town, largest city","city in the Republic of Tatarstan, Russia",,,property_value_update,,5509,0,0,0,0,0,1,0,1,0.9970765
3716,615412415,219744,Luis de Góngora,Q219744$954B3D6A-D3B4-41A1-AEB9-4C42D441C12C,,569,date of birth,"""+2010-07-11T00:00:00Z""",,"""+1561-07-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spanish Baroque lyric poet (1061-1627),,,property_value_update,,163997,0,0,0,0,0,0,0,0,0.9966754
3717,2007444526,56049743,Giannis Kalatzopoulos,Q56049743$1c52f4d1-48de-beaf-21b6-7130d393529a,,569,date of birth,"""+1949-06-17T00:00:00Z""",,"""+1949-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,199,0,0,0,0,0,1,0,1,0.9854105
3719,1567690174,275673,1992–93 UEFA Champions League,Q275673$D0C695C0-2090-44C8-B38F-3352A4BBAC35,,580,start time,"""+1992-09-16T00:00:00Z""",,"""+1992-08-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Edition of the UEFA Champions,38th season of the UEFA club football tournament,,,property_value_update,,33,0,0,0,0,0,0,0,0,0.9982446
3720,1024117563,122385,Poppo van Andechs-Meranië,Q122385$CA9E1EAA-7BCD-4E71-94F9-487C45236C1D,,569,date of birth,"""+1175-01-01T00:00:00Z""",,"""+1175-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman Catholic bishop,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99537843
3723,2102178388,124822423,Alfred Salomon,Q124822423$0C8908ED-5920-4BFA-A7DB-30FF981EBD43,,570,date of death,"""+2013-10-29T00:00:00Z""",,"""+2013-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,333,0,0,0,0,0,1,0,1,0.9795376
3730,876963462,428995,Hellenistic period,Q428995$54e538e6-482a-1497-aef5-c394091ebbb2,,582,end time,"""-30-01-01T00:00:00Z""",,"""-30-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"art style, culture, historical period, middle chronology",period of Mediterranean history from 323 to 31 BC,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9956322
3734,1555281016,311314,Sam Elliott,Q311314$f9ed236c-4232-79e8-1ac6-4eb4ab76f885,,2031,work period (start),"""+1955-00-00T00:00:00Z""",,"""+1966-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American actor,,,property_value_update,,4017,0,0,0,0,0,0,0,0,0.98998547
3736,1348555841,291952,Sosipatra,Q291952$27e35396-4dfb-0a7a-6bfa-42f2a3619d10,,570,date of death,"""-400-00-00T00:00:00Z""",,"""+400-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,4th-century Greek Neoplatonist philosopher,,,re_formatting,,292200,1,0,0,0,0,0,0,0,0.9955404
3740,504708766,190944,Jean Bodin,Q190944$6693C440-5323-44BD-98B8-803340906794,,569,date of birth,"""+1529-01-01T00:00:00Z""",,"""+1529-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French jurist, witchcraft theorist and political philosopher (1529 or 1530–1596)",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9987135
3741,1932580143,106771,Hor-Aha,Q106771$F55C9D71-BD2E-4584-90D9-D7792AF8B22B,,569,date of birth,"""+3162-00-00T00:00:00Z""",,"""-3162-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Egyptian pharaoh,,,re_formatting,,2309841,1,0,0,0,0,0,0,0,0.9936191
3745,816781359,253723,Mor Sæther,Q253723$E9C7E806-E36F-47D3-9E0C-C2FEC1F683ED,,570,date of death,"""+1851-01-01T00:00:00Z""",,"""+1851-04-25T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Norwegian herbalist; cunning woman (1793-1851),,,refinement,,115,0,0,1,0,1,0,1,0,0.99552065
3747,1060822134,266019,Madeleine Béjart,Q266019$42C88A35-8DD1-4D7C-9ACB-5144440A1A8E,,569,date of birth,"""+1618-01-08T00:00:00Z""",,"""+2090-01-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French stage actress,,,property_value_update,,172398,0,0,0,0,0,0,0,0,0.9843712
3757,2096742282,166619,National Assembly of Artsakh,Q166619$8a2739db-4d05-9c70-214e-928732525be1,,576,"dissolved, abolished or demolished date","""+2023-00-00T00:00:00Z""",,"""+2024-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,unicameral legislature,defunct national legislature of the former breakaway Republic of Artsakh (Nagorno-Karabakh),,,"refinement, property_value_update",,396,0,0,0,0,1,0,1,0,0.99893177
3758,160160398,151781,Ivan VI of Russia,q151781$7DD70D63-4411-4750-ACAA-8027C9A36770,,569,date of birth,"""+1740-08-23T00:00:00Z""",,"""+174-08-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,The fifth Emperor of Russia (1740–1741),,,property_value_update,,571981,0,0,0,0,0,0,0,0,0.99679506
3763,1177225894,255465,Quintus Pedius,Q255465$26CC24DC-06E1-455F-BDB8-532E9A148FE4,,570,date of death,"""-43-01-01T00:00:00Z""",,"""-43-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,nephew or grandnephew of the dictator Julius Caesar,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99581647
3767,1565508796,285342,André Migot,Q285342$BBB3237D-37E7-4DB3-9A01-37E4880CD1C9,,569,date of birth,"""+1892-02-28T00:00:00Z""",,"""+1892-01-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French explorer (1892-1967),,,property_value_update,,30,0,0,0,0,0,0,0,0,0.9976475
3769,1316793471,43715,Vlad the Impaler,Q43715$E7AF15B0-BAB9-4EB0-A92F-8FCF6B7E4FDE,,570,date of death,"""+1476-12-14T00:00:00Z""",,"""+2020-12-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,15th-century ruler of Wallachia,,,property_value_update,,198708,0,0,0,0,0,0,0,0,0.9915077
3771,161125120,90644,Ernst Pöhner,Q90644$DA979DEC-AB21-478F-A794-5A355EDA3802,,570,date of death,"""+1925-01-01T00:00:00Z""",,"""+1925-04-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German police chief (1870-1925),,,refinement,,101,0,0,1,0,1,0,1,0,0.99725515
3772,1531257601,170174,Papal States,Q170174$CA2F8329-7A2E-4CE1-BDD9-BC0B82CA0982,,571,inception,"""+754-01-01T00:00:00Z""",,"""+754-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"confessional state, historical country, sovereign state, theocracy",territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 756–1870,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99826795
3774,970985596,268744,Sextus Martinianus,Q268744$b14648e1-9536-44f1-a2cb-a349a2709475,,569,date of birth,"""+1-01-01T00:00:00Z""",,"""+1-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman Emperor,,,property_value_update,,31,0,1,0,0,0,1,0,1,0.9939153
3776,2337001622,129072,Persepolis,Q129072$afb946f0-4dfd-805b-2bc1-6e5328993774,,1249,time of earliest written record,"""-509-00-00T00:00:00Z""",,"""+509-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site, architectural landmark, cultural property","ceremonial capital of the Achaemenid Empire, Iranian national heritage site",,,re_formatting,,371824,1,0,0,0,0,0,0,0,0.997293
3777,66490049,178903,Alexander Hamilton,q178903$6214491A-D45E-4830-87EA-669F26F9AE93,,569,date of birth,"""+1755-01-11T00:00:00Z""",,"""+2001-01-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American Founding Father and statesman (1755/1757–1804),,,property_value_update,,89860,0,0,0,0,0,0,0,0,0.99587095
3778,1623430966,333954,Japanese Red Army,Q333954$97491e41-4ef8-84e8-cd97-c5723b8bce0c,,576,"dissolved, abolished or demolished date","""+2002-00-00T00:00:00Z""",,"""+2001-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"guerrilla movement, Japanese New Left, terrorist organization",communist militant group founded by Fusako Shigenobu early in 1971 in Lebanon,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9993247
3782,271092421,246818,John Koukouzeles,Q246818$8FC3D493-E16E-48A0-8A21-D52C8E8CEC82,,570,date of death,"""+1360-01-01T00:00:00Z""",,"""+1360-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Byzantine composer; saint of the Eastern Orthodox Church,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99456227
3783,1285864057,99889332,István Gázsa Papp,Q99889332$74d4b377-4d51-23ba-58e4-de54a36d7976,,569,date of birth,"""+1959-00-00T00:00:00Z""",,"""+1959-05-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,165,0,0,0,0,1,0,1,0,0.9851718
3784,1541896009,155700,Chris Brown,Q155700$e68c52e6-4674-ef4a-d7a5-f88d3c161845,,2031,work period (start),"""+2004-00-00T00:00:00Z""",,"""+2002-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"American singer, songwriter and dancer (born 1989)",,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9962517
3785,1823057484,673,One Piece,Q673$49513214-A6FE-48B5-B1C8-AD86826D890C,,580,start time,"""+1997-07-19T00:00:00Z""",,"""-2-11-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"media franchise, media mix",Japanese media franchise,,,property_value_update,,730274,0,0,0,0,0,1,0,0,0.97703195
3795,755814587,207738,Aleksey Brusilov,q207738$E0E96DD9-7B0A-4269-AFFE-6DD6190EA9A2,,569,date of birth,"""+1853-08-19T00:00:00Z""",,"""+1853-12-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian and Soviet military commander,,,property_value_update,,133,0,0,0,0,0,0,0,0,0.99704856
3797,2209303145,286182,Jean Mone,Q286182$AF8D5ADD-82EE-4FF1-B0E3-A2BB7F25D579,,569,date of birth,"""+1490-00-00T00:00:00Z""",,"""+1482-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,sculptor,,,property_value_update,,2922,0,0,0,0,0,0,0,0,0.9923389
3801,848938600,317028,John I of Nassau-Siegen,Q317028$EB51AB17-306E-4D44-A1FC-588FB61FD618,,569,date of birth,"""+1339-01-01T00:00:00Z""",,"""+1339-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Count of Nassau-Siegen (1362-1416),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9954809
