,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,relative_value_diff_latitude,relative_value_diff_longitude,latitude_sign_change,longitude_sign_change,latitude_whole_number_change,longitude_whole_number_change,coordinate_distance_km,latitude_precision_change,longitude_precision_change,latitude_length_increase,latitude_length_decrease,longitude_length_increase,longitude_length_decrease,longitude_shared_prefix,longitude_shared_prefix_length,latitude_shared_prefix,latitude_shared_prefix_length,full_cosine_similarity
3482,1030368815,212907,Babatngon,q212907$91A96548-67D9-4500-AC0B-BEF87E9D9B9E,,625,coordinate location,"{""latitude"": 11.416666666667, ""longitude"": 124.85}",,"{""latitude"": 11.424494444444445, ""longitude"": 124.84762222222223}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Leyte,,,"refinement, property_value_update",,0.0006856447688272724,1.904507631371013e-05,0.0,0.0,False,False,0.908172324419773,1,1,1,0,1,0,1,1,1,1,0.99314845
3483,1016197050,208495,Sognefjord,q208495$CC089EA4-68E6-4B36-BD28-46E5482E2838,,625,coordinate location,"{""latitude"": 61.136111, ""longitude"": 6.191667}",,"{""latitude"": 61.1, ""longitude"": 5.166666666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,fjord,fjord in Norway,,,"unrefinement, property_value_update",,0.000590665637858421,0.16554513240672228,0.0,0.0,False,True,55.19625793590557,1,1,0,1,1,0,1,1,1,1,0.97989416
3495,133813447,256078,Aulum-Haderup Municipality,q256078$96CBF401-FC95-41C9-928C-D9B7144E7A4E,,625,coordinate location,"{""latitude"": 8, ""longitude"": 55}",,"{""latitude"": 56.2657, ""longitude"": 8.798}",,globecoordinate,UPDATE,PROPERTY_VALUE,former municipality of Denmark,former municipality in Denmark,,,property_value_update,,6.0332125,0.8400363636363636,0.0,0.0,True,True,6698.432171199446,0,0,1,0,1,0,0,0,0,0,0.9929918
3501,276061972,405190,Montagna-le-Templier,q405190$24D92C20-29D5-42CB-8BAB-B4AC02579C08,,625,coordinate location,"{""latitude"": 46.3544, ""longitude"": 5.4556}",,"{""latitude"": 46.353888888889, ""longitude"": 5.455}",,globecoordinate,UPDATE,PROPERTY_VALUE,"commune of France, delegated commune","former commune in Jura, France",,,"unrefinement, property_value_update",,1.1026161723492131e-05,0.00010997873744400064,0.0,0.0,False,False,0.07314643621284246,1,1,1,0,0,1,1,3,1,2,0.9922271
3507,231272527,2088659,Amguema,q2088659$7FE6132B-8BAA-496C-B61D-C3AC25C33A93,,625,coordinate location,"{""latitude"": 67.045555555556, ""longitude"": 178.8775}",,"{""latitude"": 67.045555555556, ""longitude"": -178.8775}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,97.35121686941895,1,1,0,0,0,0,1,4,1,12,0.96907455
3510,1845673420,188659,Utena County,q188659$5144E9AC-AEB9-45C5-A328-72034AC8C694,,625,coordinate location,"{""latitude"": 55.500277777778, ""longitude"": 25.608888888889}",,"{""latitude"": 55.5, ""longitude"": 25.5}",,globecoordinate,UPDATE,PROPERTY_VALUE,county of Lithuania,County in Lithuania,,,"unrefinement, property_value_update",,5.004979959104835e-06,0.004251995834783844,0.0,0.0,False,False,6.858030218921812,1,1,0,1,0,1,0,0,1,1,0.9795103
3513,1117081629,15855,Bovec,q15855$7C6ADBB3-BCFA-467E-9BAF-06A6C320E369,,625,coordinate location,"{""latitude"": 46.333333333333, ""longitude"": 13.55}",,"{""latitude"": 46.33777777777778, ""longitude"": 13.552222222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,city,city in Slovenia,,,"refinement, property_value_update",,9.592326139811063e-05,0.0001640016400162947,0.0,0.0,False,False,0.5228190298241393,1,1,1,0,1,0,1,2,1,2,0.9828965
3515,108160852,11238,Boadella i les Escaules,q11238$C8C66664-A9AA-45C9-BE08-3C766329F112,,625,coordinate location,"{""latitude"": 42.331388888889, ""longitude"": -2.8569444444444}",,"{""latitude"": 42.331388888889, ""longitude"": 2.8569444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,469.60601508432023,1,1,0,0,0,0,1,13,1,12,0.9747354
3522,1003191302,100923,Sissa,q100923$489954ED-FDDD-4452-B9D7-5A68574306C0,,625,coordinate location,"{""latitude"": 44.966666666667, ""longitude"": 10.266666666667}",,"{""latitude"": 44.96180555555556, ""longitude"": 10.258166666666666}",,globecoordinate,UPDATE,PROPERTY_VALUE,"abolished municipality in Italy, human settlement","settlement in Sissa Trecasali, Italy",,,property_value_update,,0.00010810476897209812,0.0008279220779545529,0.0,0.0,False,False,0.8598790699400725,1,1,1,0,1,0,1,1,1,2,0.9920458
3523,413032327,24035160,Las Naves,Q24035160$00beae06-42d9-503e-d376-61085b83c2e7,,625,coordinate location,"{""latitude"": 1.2833333333333, ""longitude"": -79.3}",,"{""latitude"": -1.2833333333333, ""longitude"": -79.3}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,285.4003117210267,0,0,0,0,0,0,1,1,1,13,0.9764073
3531,390491750,211125,Mývatn Lacus,Q211125$b05b538e-4d98-5e12-9d54-f809f0740f58,,625,coordinate location,"{""latitude"": 78.316666666667, ""longitude"": -135.46666666667}",,"{""latitude"": 78.19, ""longitude"": 135.28}",,globecoordinate,UPDATE,PROPERTY_VALUE,"lacus, lake of Titan",lake of Titan,,,property_value_update,,0.0016173653968972845,1.9986220472440697,0.0,1.0,False,False,1828.5965915093468,1,1,0,1,0,1,0,0,0,0,0.9757849
3533,2293089092,246264,Nowa Ruda,q246264$408CBFEC-DF2B-4EED-9DE6-CDF7F41049F0,,625,coordinate location,"{""latitude"": 50.583333333333, ""longitude"": 16.5}",,"{""latitude"": 50.58, ""longitude"": 16.50138888888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,urban municipality of Poland,city and urban gmina of Poland,,,"refinement, unrefinement",,6.58978583130835e-05,8.417508417515116e-05,0.0,0.0,False,False,0.383402986462496,1,1,0,1,1,0,1,1,1,2,0.9927962
3535,160479086,144327,Nevado del Tolima,q144327$F9E37310-3896-46D2-84F5-2116A98F68DD,,625,coordinate location,"{""latitude"": 4.6666666666667, ""longitude"": 75.333333333333}",,"{""latitude"": 4.6666666666667, ""longitude"": -75.333333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,"glacier, mountain",volcano located in the Central Andes of Colombia,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,16595.696059833863,1,1,0,0,0,0,1,12,1,13,0.99191636
3536,75773729,152820,Cuyahoga Valley National Park,q152820$50C25EEB-DE07-4C7F-9975-DEF5BFD295D3,,625,coordinate location,"{""latitude"": 41.2417, ""longitude"": 81.5497}",,"{""latitude"": 41.241666666667, ""longitude"": -81.549722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,"national park, National Park of the United States","national park in Ohio, United States",,,"refinement, re_formatting",,8.08243428386434e-07,2.0000002724991264,0.0,1.0,False,False,10686.667828445978,1,1,1,0,1,0,1,4,1,3,0.99496853
3539,263180444,9728,Lifou,Q9728$821A2963-F3BB-4ACF-AEEF-043E99622DAD,,625,coordinate location,"{""latitude"": -20.9667, ""longitude"": 167.2333}",,"{""latitude"": -20.9, ""longitude"": 167.26666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of New Caledonia,"commune in New Caledonia, France",,,"unrefinement, property_value_update",,0.0031812350059857238,0.00019952166625899996,0.0,0.0,False,False,8.18632342303996,1,1,0,1,1,0,1,1,1,1,0.99657875
3547,786355239,24911753,Tanjung Kanastangan,Q24911753$B74B621D-BBD2-4C69-ABFC-332867400303,,625,coordinate location,"{""latitude"": -3.63333, ""longitude"": 132.78333}",,"{""latitude"": -3.6333333333333, ""longitude"": 132.78333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,9.174320251803387e-07,2.5103527676083076e-08,0.0,0.0,False,False,0.000523651121922415,1,1,1,0,1,0,1,5,1,5,0.9758426
3555,1346768924,183963,Tuamotus,Q183963$18D52ECA-9F01-4992-B698-E40411EC0CDC,,625,coordinate location,"{""latitude"": -19, ""longitude"": -142}",,"{""latitude"": -18, ""longitude"": -142}",,globecoordinate,UPDATE,PROPERTY_VALUE,archipelago,archipelago in French Polynesia,,,property_value_update,,0.05263157894736842,0.0,0.0,0.0,True,False,111.19492664455889,0,0,0,0,0,0,0,0,0,0,0.9910761
3561,2110783220,1680,Mulde,Q1680$e6c725f8-4f62-4920-17d4-e3f0be2b6eef,,625,coordinate location,"{""latitude"": 51.868889, ""longitude"": 12.231111}",,"{""latitude"": 51.86888888888889, ""longitude"": 12.231111111111112}",,globecoordinate,UPDATE,PROPERTY_VALUE,river,"river in Saxony and Saxony-Anhalt, Germany",,,refinement,,2.142153328155116e-09,9.084302433581175e-09,0.0,0.0,False,False,1.452045715906417e-05,1,1,1,0,1,0,1,6,1,5,0.9904958
3564,745935322,49302738,Green Ridge Lake,Q49302738$F9C4B532-7639-4281-B973-AD48DEAA2B48,,625,coordinate location,"{""latitude"": 47.54012, ""longitude"": -121.45124}",,"{""latitude"": 47.54, ""longitude"": -121.45111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.5241837841924357e-06,1.0612398029325103e-06,0.0,0.0,False,False,0.01648187610031393,1,1,0,1,1,0,1,3,1,2,0.97929275
3570,550743512,208149,Ponta Delgada,q208149$FD0B58E7-40D2-4A81-810C-66D644D2D7A8,,625,coordinate location,"{""latitude"": 37.7, ""longitude"": -25.7}",,"{""latitude"": 37.74, ""longitude"": -25.67}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of Portugal,"municipality and city in Azores, Portugal",,,"refinement, unrefinement",,0.001061007957559659,0.0011673151750971823,0.0,0.0,False,False,5.171612682389184,1,1,1,0,1,0,0,0,1,1,0.99451244
3572,1726661748,281968,Tresco,q281968$91A389E5-1531-480A-83DD-88A02B5AD3A1,,625,coordinate location,"{""latitude"": 49.95, ""longitude"": -6.3333333333333}",,"{""latitude"": 49.954166666666666, ""longitude"": -6.3325}",,globecoordinate,UPDATE,PROPERTY_VALUE,island,island in the Isles of Scilly,,,"refinement, property_value_update",,8.341675008334087e-05,0.00013157894736325347,0.0,0.0,False,False,0.4671326641019589,1,1,1,0,0,1,1,2,1,2,0.98740566
3581,205158870,160570,Friuli,q160570$AC623ECE-4BE1-4C72-B2F9-6C89F3B6E393,,625,coordinate location,"{""latitude"": 46.166666666667, ""longitude"": 13}",,"{""latitude"": 46.166388888889, ""longitude"": 13}",,globecoordinate,UPDATE,PROPERTY_VALUE,region,historical region of north-eastern Italy,,,property_value_update,,6.016847176796164e-06,0.0,0.0,0.0,False,False,0.03088747964769279,1,1,0,0,0,0,0,0,1,3,0.99114406
3586,876355108,61989813,Capela de São Braz,Q61989813$8afad306-4ebd-970e-2454-3c2ed314d818,,625,coordinate location,"{""latitude"": 12.606792, ""longitude"": -38.727569}",,"{""latitude"": -12.606792, ""longitude"": -38.727569}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,2803.62262332642,0,0,0,0,0,0,1,6,1,6,0.97881645
3591,88599309,2081935,Aboa,q2081935$7C6445F1-FC9F-482A-828A-42D87E18CE59,,625,coordinate location,"{""latitude"": -73.05, ""longitude"": 13.416666666667}",,"{""latitude"": -73.05, ""longitude"": -13.416666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,862.5988987661389,1,1,0,0,0,0,1,12,1,2,0.9736453
3592,782000020,24911616,Tanjung Kampeh,Q24911616$CE68D4DB-8127-4F8B-9641-234F0BBE7DC5,,625,coordinate location,"{""latitude"": -2.18333, ""longitude"": 104.9}",,"{""latitude"": -2.1833333333333, ""longitude"": 104.9}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,1.5267198726735723e-06,0.0,0.0,0.0,False,False,0.00037064975176037684,1,1,1,0,0,0,1,1,1,5,0.96938443
3600,818386176,36238212,Uryuk,Q36238212$C30455FE-9AAE-4012-AD0C-E9BD8FA9AFEB,,625,coordinate location,"{""latitude"": 53.10012, ""longitude"": 56.52029}",,"{""latitude"": 53.1, ""longitude"": 56.520277777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.259881898486427e-06,2.1624485656840206e-07,0.0,0.0,False,False,0.013368318655177904,1,1,0,1,1,0,1,4,1,1,0.9666013
3603,750880034,49305464,May Pond,Q49305464$3FA1E119-8F14-4418-BEFF-2FFC05A37462,,625,coordinate location,"{""latitude"": 43.23008, ""longitude"": -72.11008}",,"{""latitude"": 43.23, ""longitude"": -72.11}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,1.850563311566317e-06,1.1094149388958018e-06,0.0,0.0,False,False,0.011006377309359302,1,1,0,1,0,1,1,2,1,2,0.97160876
3608,263373962,21368,Matzenheim,q21368$67BA334D-38BB-4DC5-B20F-15B13FDD574C,,625,coordinate location,"{""latitude"": 48.3956, ""longitude"": 7.6236}",,"{""latitude"": 48.395, ""longitude"": 7.6227777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Bas-Rhin, France",,,"unrefinement, property_value_update",,1.2397821289509825e-05,0.00010785222495934667,0.0,0.0,False,False,0.09020206836506268,1,1,0,1,1,0,1,2,1,3,0.990966
3616,653775755,39061,Northern Hemisphere,Q39061$A54F921A-D2F5-4785-AA47-33EB13354533,,625,coordinate location,"{""latitude"": 44.997777777778, ""longitude"": 0}",,"{""latitude"": 45, ""longitude"": 0}",,globecoordinate,UPDATE,PROPERTY_VALUE,"criterion, hemisphere of the Earth",part of Earth that lies north of the equator,,,property_value_update,criterion,4.938515481757275e-05,0.0,0.0,0.0,True,False,0.24709983696368676,0,0,0,1,0,0,0,0,0,0,0.9888069
3620,62564991,440667,Quiver Tree Forest,q440667$ACC4C456-D002-497D-B9D8-512F97AEFD4D,,625,coordinate location,"{""latitude"": 26.5531, ""longitude"": 18.1684}",,"{""latitude"": -26.553055555556, ""longitude"": 18.168333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,natural monument,natural monument in Namibia,,,"refinement, re_formatting",,1.9999983262050758,3.669374683476924e-06,1.0,0.0,False,False,5905.13507137889,0,0,1,0,1,0,1,3,1,3,0.98878574
3628,788640831,24911786,Gunung Kancana,Q24911786$DB7DFDD2-9A13-43EB-86DD-2D8A203F4716,,625,coordinate location,"{""latitude"": -7.2964, ""longitude"": 107.6272}",,"{""latitude"": -7.2963888888889, ""longitude"": 107.62722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,1.5228209939868648e-06,2.0647401397223643e-07,0.0,0.0,False,False,0.002744777877872454,1,1,1,0,1,0,1,4,1,3,0.9748293
3629,268645864,339133,Izenave,q339133$42F1484A-4CC7-4F75-959F-E4177FA2F879,,625,coordinate location,"{""latitude"": 46.03, ""longitude"": 5.53}",,"{""latitude"": 46.038055555556, ""longitude"": 5.525}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Ain, France",,,refinement,,0.00017500663819244492,0.0009041591320072139,0.0,0.0,False,False,0.975356955197572,1,1,1,0,1,0,1,1,1,2,0.98739165
3630,340153933,2096,Edmonton,q2096$2C441442-8BA4-4542-A95C-69012DAE6570,,625,coordinate location,"{""latitude"": 53.547222, ""longitude"": -113.500556}",,"{""latitude"": 53.5, ""longitude"": -113.5}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, city, city in Alberta, provincial or territorial capital city in Canada","capital city of the province of Alberta, Canada",,,unrefinement,,0.0008818758142111999,4.898654417191662e-06,0.0,0.0,False,False,5.250975457104252,1,1,0,1,0,1,1,1,1,1,0.9947383
3632,812699502,36238140,Usen',Q36238140$6C4C7DEF-8583-4B55-8E40-12EE59B6BD50,,625,coordinate location,"{""latitude"": 54.73333, ""longitude"": 53.63333}",,"{""latitude"": 54.733333333333, ""longitude"": 53.633333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,6.090133741301356e-08,6.215040158923225e-08,0.0,0.0,False,False,0.00042799544662113566,1,1,1,0,1,0,1,5,1,5,0.96588635
3635,983538388,664,New Zealand,q664$f4956c7f-4ca9-6e37-6d91-f91574fd4ec9,,625,coordinate location,"{""latitude"": -42, ""longitude"": 174}",,"{""latitude"": -41.2, ""longitude"": 174}",,globecoordinate,UPDATE,PROPERTY_VALUE,"climate emergency declaration, Commonwealth realm, country, crown colony, dominion of the British Empire, island country, sovereign state",island country in the southwest Pacific Ocean,,,property_value_update,,0.01904761904761898,0.0,0.0,0.0,True,False,88.95594131564711,0,0,1,0,0,0,0,0,0,0,0.99647117
3639,719571895,36239071,Rashkiy,Q36239071$C98946C1-77B1-4C19-A61C-5447180517F8,,625,coordinate location,"{""latitude"": 55.98333, ""longitude"": 55.8}",,"{""latitude"": 55.983333333333, ""longitude"": 55.8}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,5.9541527773853704e-08,0.0,0.0,0.0,False,False,0.00037064971851619166,1,1,1,0,0,0,1,1,1,5,0.9723401
3645,134316686,971457,Lunahuaná District,q971457$A91FEAB7-94FD-4F23-9DB0-75BCB4CF9334,,625,coordinate location,"{""latitude"": 12.96, ""longitude"": -76.134444444444}",,"{""latitude"": -12.96, ""longitude"": -76.134444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,2882.172498626963,0,0,0,0,0,0,1,12,1,2,0.9794052
3669,159947937,1645423,Illa da Toxa,Q1645423$D4113D35-9096-4B29-9E11-8487A2DFFCB4,,625,coordinate location,"{""latitude"": 42.489444444444, ""longitude"": 8.8486111111111}",,"{""latitude"": 42.489444444444, ""longitude"": -8.8486111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,1448.4457367643465,1,1,0,0,0,0,1,13,1,12,0.97190845
3678,644230408,134750,St. Lawrence River,Q134750$DBB281BA-4FB3-4BB6-BCF0-49614D38C1F3,,625,coordinate location,"{""latitude"": 49.666666666667, ""longitude"": 64.5}",,"{""latitude"": 49.666666666667, ""longitude"": -64.5}",,globecoordinate,UPDATE,PROPERTY_VALUE,river,"major river in eastern Canada and the United States, flowing into the Gulf of St. Lawrence",,,re_formatting,,0.0,2.0,0.0,1.0,False,False,7949.395596980975,1,1,0,0,0,0,1,1,1,12,0.9959972
3680,732434025,948,Tunisia,q948$CF674E65-4DE8-4615-93D3-8F95F42D3846,,625,coordinate location,"{""latitude"": 34, ""longitude"": 9}",,"{""latitude"": 34, ""longitude"": 10}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, republic, sovereign state",country in North Africa,,,property_value_update,,0.0,0.1111111111111111,0.0,0.0,False,True,92.18440618930563,0,0,0,0,1,0,0,0,0,0,0.9916266
3682,1131205559,4346,Waren,q4346$8C5C711B-3AA9-4CEC-A2C9-FA58F1599F99,,625,coordinate location,"{""latitude"": 53.516666666667, ""longitude"": 12.683333333333}",,"{""latitude"": 53.516666666666666, ""longitude"": 12.683333333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,"designated spa town, medium regional center, urban municipality in Germany","town in Mecklenburg-Western Pomerania, Germany",,,refinement,,6.240207146818655e-15,2.6330230155631212e-14,0.0,0.0,False,False,4.289920998677147e-11,1,1,1,0,1,0,1,12,1,11,0.9968637
3687,812657790,24912597,Muara Karang,Q24912597$C3BE366A-6C2F-4F1A-99BF-AE6B199ACC18,,625,coordinate location,"{""latitude"": -6.10944, ""longitude"": 106.78472}",,"{""latitude"": -6.1094444444444, ""longitude"": 106.78472222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,7.274716504400796e-07,2.0810280763533084e-08,0.0,0.0,False,False,0.0005519057160313563,1,1,1,0,1,0,1,5,1,5,0.96879387
3709,746966147,49302212,Elk Lake,Q49302212$B0BBB199-7BFD-46E5-BE96-06878E815A43,,625,coordinate location,"{""latitude"": 44.82254, ""longitude"": -122.12098}",,"{""latitude"": 44.8225, ""longitude"": -122.12111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,8.924081499728863e-07,1.0736165890066834e-06,0.0,0.0,False,False,0.011256699949900542,1,1,0,1,1,0,1,2,1,4,0.97608006
3711,1015659353,192184,"Saint Helena, Ascension and Tristan da Cunha",q192184$38BEBBDA-12B6-4A00-B529-CE8D4AA2D4AC,,625,coordinate location,"{""latitude"": -15.95, ""longitude"": -5.7}",,"{""latitude"": -15.9245, ""longitude"": -5.7181}",,globecoordinate,UPDATE,PROPERTY_VALUE,British overseas territories,British overseas territory in the southern Atlantic Ocean,,,refinement,,0.0015987460815046514,0.003175438596491151,0.0,0.0,False,False,3.432951913673038,1,1,1,0,1,0,1,1,1,1,0.9958053
3714,1223574530,40700,Zurich Airport railway station,q40700$7AC2A30F-9E65-45C4-A5F4-191961E02CD7,,625,coordinate location,"{""latitude"": 47.450277777778, ""longitude"": 8.5622222222222}",,"{""latitude"": 47.450382, ""longitude"": 8.562367}",,globecoordinate,UPDATE,PROPERTY_VALUE,"airport railway station, inter-city rail station, S-Bahn station, through station, underground railway station",railway station serving Zurich Airport in Switzerland,,,property_value_update,,2.1964512512961523e-06,1.6908902156771164e-05,0.0,0.0,False,False,0.015900197449485464,1,1,0,1,0,1,1,3,1,3,0.99508953
3725,1640548926,373901,Monaghan,q373901$AF124194-8B9B-4536-AE7D-D9FFAA32AAA7,,625,coordinate location,"{""latitude"": 54.247926, ""longitude"": -6.970825}",,"{""latitude"": 54.24777777777778, ""longitude"": -6.970833333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,county town,"town in County Monaghan, Ireland",,,property_value_update,,2.7323113186339375e-06,1.1954586915623289e-06,0.0,0.0,False,False,0.01649044917807117,1,1,1,0,1,0,1,4,1,3,0.988487
3728,777335714,24911692,Gunung Kamuning,Q24911692$3A51559E-0B02-4275-B7DB-3D8FD70FF3AE,,625,coordinate location,"{""latitude"": -7.6336, ""longitude"": 107.8437}",,"{""latitude"": -7.6336111111111, ""longitude"": 107.84361111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,1.455553225167363e-06,8.242381335675919e-07,0.0,0.0,False,False,0.009874001437665172,1,1,1,0,1,0,1,3,1,4,0.9775209
