revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
1242979419,1052,Q1052$329a8199-4674-7847-0830-0280d7e209ca,462,,color,"""Q39338""",orange,"""Q3142""",red,
1243039330,14465,q14465$669856F0-214E-430F-9033-F0E45BF90DE5,625,,coordinate location,"{""latitude"": 47.283333333333, ""longitude"": 8.2}",,"{""latitude"": 47.284166666666664, ""longitude"": 8.216111111111111}",,
1244951024,12886,q12886$B04F4FC3-A4A6-4A46-ABFA-F79618C36815,625,,coordinate location,"{""latitude"": 50.833333333333, ""longitude"": 4.3}",,"{""latitude"": 50.839166666666664, ""longitude"": 4.329722222222222}",,
1245103462,41621,Q41621$f02296e1-4d3f-3ba5-c1c3-d499added5e9,898,,IPA transcription,"""'ħeːfa""",,"""ˈħeːfa""",,
1246459652,6049,Q6049$0F431381-34D4-4780-947A-84AE68D336B5,473,,local dialing code,"""39422""",,"""+7 39422""",,
1246746943,34725,label,-1,,label,"""Mungbam language""",,"""Mungbam""",,
1247088449,42000,Q42000$2A45BDC8-9D26-4282-AABC-2D5017754069,214,,VIAF cluster ID,"""315161818""",,"""141839880""",,
1247154688,14001,description,-2,,description,"""Software that is intentionally hostile, intrusive, or designed to steal information""",,"""Software that is intentionally hostile, intrusive, or damaging to a computer or network""",,
1255549837,17161,Q17161$f96f5f97-42c7-496d-6214-94948ef55519,31,,instance of,"""Q532""",village,"""Q2472587""",people,
1260324790,4742,description,-2,,description,"""Brazilian painter, sculptor, gilder and teacher""",,"""Brazilian painter, sculptor, gilder and teacher (1762-1830)""",,
1260512480,4805,description,-2,,description,"""Soviet ceramic artist, director of the National Art Museum of Belarus""",,"""Soviet ceramic artist, director of the National Art Museum of Belarus (1886-1979)""",,
1260880200,12940,description,-2,,description,"""82nd Prime Minister of France""",,"""82nd Prime Minister of France (1915-2000)""",,
1260960213,8605,description,-2,,description,"""Spanish military and political leader, protagonist of the Spanish-American emancipation against the Spanish Empire""",,"""Spanish military and political leader, protagonist of the Spanish-American emancipation against the Spanish Empire (1783-1830)""",,
1268692966,4128,Q4128$419C1DF0-42FC-463F-96F5-7776FAE0413D,742,,pseudonym,"""François la Col?re""",,"""François la Colère""",,
1273064852,12427,q12427$83B7F20F-D118-40C5-ABC0-D0C9A23A5AF0,31,,instance of,"""Q13085""",sandstone,"""Q736917""",geological formation,
1273097633,8422,Q8422$c4413e43-49d8-9627-2674-f401ab2dd6aa,3182,,FANTOIR code,"""693856425K""",,"""6903856425K""",,
1274667313,23151,label,-1,,label,"""Cavea""",,"""cavea""",,
1276026006,33866,description,-2,,description,"""26th president of the United States (1858-1919)""",,"""26th president of the United States (1858–1919)""",,
1276735016,1912,Q1912$46ecbc24-413e-e23d-8d44-8fba0e781a5f,3065,,RERO ID (legacy),"""A026141016""",,"""02-A026141016""",,
1279992605,4957,description,-2,,description,"""A red supergiant or hypergiant star in the constellation of Cygni""",,"""A red supergiant or hypergiant star in the constellation of Cygnus""",,
1280455529,1450,Q1450$D041D77E-6910-46FD-B2B4-54E215614BC2,735,,given name,"""Q1874605""",Bruno,"""Q2793400""",Peter,
1281185735,19170,label,-1,,label,"""Ratitae""",,"""Ratite""",,
1285009088,26323,Q26323$9a1b7229-4ea2-cb0f-1b6e-e4bde457b6cb,1082,,population,"""+5634000""",,"""+6089400""",,
1288286588,19045,Q19045$1ec5b400-4c36-3fdf-e68c-b6316810f3e1,1477,,birth name,"""Mario Jose Molina""",,"""Mario José Molina-Pasquel Henríquez""",,
1288335214,42008,label,-1,,label,"""sovereignty""",,"""sovereignt""",,
1289934786,25448,description,-2,,description,"""The laugage of the people in the Arabic world""",,"""The lauguage of the people in the Arabic world""",,
1290227106,20509,Q20509$9f17e68b-4289-1305-a43b-ed29ca862d2d,361,,part of,"""Q8196""",Arabic alphabet,"""Q28136431""",Arabic WordNet,
1291380353,26890,description,-2,,description,"""Ancient Port city in Sindh""",,"""Ancient port city in Sindh, Pakistan""",,
1292192069,14673,Q14673$7e9ec608-475b-f380-de5c-76bb9d48cc60,279,,subclass of,"""Q2212246""",clast,"""Q100384264""",rock fragment,
1292418725,32500,Q32500$db838ffd-42ac-125a-8983-ba543dd3cc95,106,,occupation,"""Q1097498""",ruler,"""Q116""",monarch,
1292444223,597,Q597$49b167d7-4dee-a3ab-0dcc-da2e944697a4,190,,twinned administrative body,"""Q2844""",Brasília,"""Q649""",Moscow,
1294256396,16781,Q16781$d5e4b669-42c3-425c-5a14-fced4f1b42fb,7803,,Decine21 person ID,"""jacky-cheung-9326""",,"""9326""",,
1294628017,897,Q897$6f3d9af0-407c-43eb-097d-a8df939de3c0,2067,,mass,"""+196.966569""",,"""+196.966570""",,
1294831456,11578,Q11578$d9efc50e-412d-6efd-8e69-22dba4169756,2121,,prize money,"""+41891966""",,"""+41958284""",,
1294878628,13561,description,-2,,description,"""Finnish tennis player""",,"""Finnish female tennis player""",,
1295526098,212,Q212$6EDC49F6-EA3D-4769-8BAD-6C1715FF0346,1448,,official name,"""l’Ukraine""",,"""Ukraine""",,
1299951882,42138,description,-2,,description,"""denotes the link between a person and a state or an association of states.""",,"""denotes the link between a person and a state or an association of states""",,
1300023133,2005,Q2005$f4dcdaf9-4bcd-2d72-fd99-bda69e4f634b,7078,,typing discipline,"""Q1268978""",dynamic typing,"""Q180868""",prototype-based programming,
1303552289,40185,description,-2,,description,"""Epic poem by Dante Alighieri""",,"""Old poem by Dante Alighieri""",,
1303712118,155,Q155$2155FE76-43B6-484C-AE8D-7A796BF0603B,1448,,official name,"""la République fédérative du Brésil""",,"""République fédérative du Brésil""",,
1303943593,13679,Q13679$f5fbfa41-4717-c070-4043-857d6abe3a46,50,,author,"""Q181""",Jimmy Wales,"""Q41546637""",Wikimedian,
1304497555,20709,Q20709$0B49691D-5DBE-4B5B-83F1-391148BF51A2,136,,genre,"""Q915152""",progressive house,"""Q20502""",house music,
1306023876,12379,Q12379$9236f192-41ea-76f1-2748-3b07160753dd,8256,,Super Mario Wiki ID,"""mario""",,"""Mario""",,
1307401276,11012,Q11012$0f6e38e1-48a7-89f6-10fa-29ac78f6235d,527,,has part(s),"""Q1587588""",manipulator,"""Q423488""",actuator,
1311154832,529,Q529$6A1B4788-98CF-4FE6-A0C3-0BE2919076BD,26,,spouse,"""Q27907759""",,"""Q13666556""",Marie Pasteur,
1311577997,4290,description,-2,,description,"""set of actions with the intent of earning profit.""",,"""set of actions with the intent of earning profit""",,
1313532346,27564,Q27564$e24569a6-4a39-3594-49df-0755f107ba38,31,,instance of,"""Q786820""",automobile manufacturer,"""Q334453""",division,
1319474832,34166,q34166$110cbabc-4820-2b98-e2b2-eeffb4fdcf0f,463,,member of,"""Q223736""",Velvet Revolver,"""Q15630787""",Vox,
1320313770,41618,Q41618$c8b00982-4fa6-b862-6b42-15068f004726,214,,VIAF cluster ID,"""289345558""",,"""9873664""",,
1320441621,8544,Q8544$4401A3BD-C9F4-421D-AE8E-9E1A0D50FB8E,276,,location,"""Q3130""",Sydney,"""Q295886""",Accor Stadium,
1322435713,886,Q886$7BF6DD12-4220-40FF-A73F-D05915231D9F,1411,,nominated for,"""Q7669613""",,"""Q55664167""",TCA Award for Outstanding Achievement in Comedy,
1331984762,2150,description,-2,,description,"""first day of the year in the Grerian calendar or the Julian calendar after the Lilian reform""",,"""first day of the year in the Gregorian calendar or the Julian calendar after the Lilian reform""",,
1332560672,410,Q410$1d17dda8-191e-4630-86a6-f51bf8b941c5,185,,doctoral student,"""Q102793367""",,"""Q7114661""",Owen Toon,
1332889709,55,description,-2,,description,"""country in western Europe, part of the Kingdom of the Netherlands""",,"""country in western Europe""",,
1333271202,23007,Q23007$7A43CA4F-EE1E-47A6-B65D-C80729744277,1566,,GeoNames ID,"""2879241""",,"""6558056""",,
1333691940,1422,Q1422$C4424785-9E1B-4B52-80ED-E2F9326301F6,18,,image,"""Juventus v Real Madrid, Champions League, Stadium, Turin, 2013.jpg""",,"""Inside Juventus Stadium.jpg""",,
1338214016,41563,Q41563$A8A237DF-A7E5-4A34-B3C1-A854402B079E,2002,,X (Twitter) username,"""juliagillard""",,"""JuliaGillard""",,
1339580146,25373,Q25373$026780ba-4100-ab74-04bf-7f9189ce0e76,4969,,derivative work,"""Q80571474""",Y'Lyntian,"""Q80568529""",Y'Lyntias,
1339597487,15028,Q15028$ffa95024-4c73-fcf8-4d12-d2d1eea70f73,2397,,YouTube channel ID,"""PlanetISO""",,"""UCfQ1TW3606vmXLUGQqKjFjg""",,
1339686019,14506,q14506$3EAAE3A3-11ED-4F44-B307-32486F6C059E,18,,image,"""Protoceratops andrewsi.jpg""",,"""Protoceratops by MALvit.jpg""",,
1343447388,15548,description,-2,,description,"""airport in Berbera, Somalia""",,"""airport in Berbera, Somaliland""",,
1343980211,11451,Q11451$c86c9baa-48a5-2d40-0e36-5c2f57536296,2579,,studied by,"""Q396077""",agrarian history,"""Q952080""",history of agriculture,
1344493568,2366,Q2366$85917560-27F5-420E-ACBA-648F2D148EA0,3966,,programming paradigm,"""Q2011845""",object-orientation,"""Q79872""",object-oriented programming,
1344844954,22686,description,-2,,description,"""45th and current president of the United States""",,"""45th president of the United States, from 2017 to 2021""",,
1344898172,11699,Q11699$26A6E927-EE91-4527-9FEE-ADA53970206B,18,,image,"""Mike Pence official Vice Presidential portrait (cropped).jpg""",,"""Kamala Harris introduces Medicare for All - 2017.ogv""",,
1344975640,33084,label,-1,,label,"""2002 Gerry Weber Open – Singles""",,"""2002 Gerry Weber Open – singles""",,
1345865593,16975,Q16975$1c74d6a6-47b4-ad7d-8624-48ed1f06acec,18,,image,"""Paulus VI, by Catholic News Service, 1969.jpg""",,"""Paulus VI, by Fotografia Felici, 1969.jpg""",,
1350514349,2513,Q2513$5987e163-43c3-bcd7-049d-8745b9247777,375,,space launch vehicle,"""Q54384""",Discovery,"""Q48806""",Space Shuttle,
1351454296,23979,description,-2,,description,"""mountain""",,"""mountain in Ukraine""",,
1352959250,20192,Q20192$B44F7DC3-971C-460B-BCC4-F4B128467687,131,,located in the administrative territorial entity,"""Q8684""",Seoul,"""Q50444""",Jungnang District,
1355226710,35026,label,-1,,label,"""Kebu language""",,"""Kebu""",,
1355228293,35652,label,-1,,label,"""Lama language""",,"""Lama""",,
1355257541,36002,label,-1,,label,"""Nanerigé language""",,"""Nanerigé""",,
1355802958,867,Q867$0417BCC0-5422-41AE-B103-29CF2EB12F67,703,,found in taxon,"""Q104246823""",,"""Q182881""",Panax ginseng,
1360633587,26077,description,-2,,description,"""HIM album""",,"""album by HIM""",,
1361447036,2082,description,-2,,description,"""province capital city of Newfoundland and Labrador, Canada""",,"""capital city of the province of Newfoundland and Labrador, Canada""",,
1362824506,33143,label,-1,,label,"""Seven Years' War""",,"""Seven Years War""",,
1365128518,23788,Q23788$1729e2d9-4600-9cc5-3def-90b1b7f7f33e,17,,country,"""Q29""",Spain,"""Q79""",Egypt,
1366102708,23215,Q23215$4f28e54b-cf92-4d3b-90bf-6c41d5737e3c,8687,,social media followers,"""+26867367""",,"""+26824749""",,
1369577384,34836,Q34836$BFB5415C-9E41-4D50-B490-3D4F820F5371,1442,,image of grave,"""USA grants tomb.jpg""",,"""Grants tomb 2007.JPG""",,
1373346003,41514,label,-1,,label,"""Mstislav I of Kiev""",,"""Mstislav I of Kyiv""",,
1378661338,35349,Q35349$f1a42cf8-4f06-0d96-a7f8-9f3b4426a811,2013,,Facebook username,"""Kiamotorsworldwide""",,"""Kiaworldwideofficial""",,
1379046594,34398,Q34398$4d4e0925-4970-b110-cd46-b70f61aa4153,2121,,prize money,"""+609865""",,"""+610650""",,
1379263118,1919,label,-1,,label,"""Mathieu Valbuena""",,"""Mathieu Valbue""",,
1384769608,9022,label,-1,,label,"""Monterrey, Nuevo León""",,"""Guadalajara, Jalisco, México.""",,
1386899672,2119,q2119$E3770CE8-F273-47C7-A3D9-3BCF16128F7C,94,,coat of arms image,"""Wappen Mannheim 2011.png""",,"""Wappen Mannheim.svg""",,
1392147937,4018,Q4018$B2E21115-0993-4591-AF01-D14CB9AE9D6F,571,,inception,"""+1841-00-00T00:00:00Z""",,"""+1841-08-16T00:00:00Z""",,
1396073650,26013,Q26013$890AE533-736D-47FA-8748-086F48F33A20,7685,,CALS Encyclopedia of Arkansas ID,"""war-of-1812111]""",,"""entries/war-of-1812-8011""",,
1396812101,19847,description,-2,,description,"""fictional device from the Pokémon universe used to catch Pokémon""",,"""fictional devices from the Pokémon universe used to catch Pokémon""",,
1399202373,17,Q17$6F806F9D-6CD6-45BE-AED4-A07623873C43,36,,capital,"""Q1490""",Tokyo,"""Q7473516""",Tokyo,
1400658499,38636,Q38636$40319a54-4e80-7302-ad03-d1f2276f97a5,166,,award received,"""Q11415564""",honorary doctorate,"""Q42307030""",honorary doctor of the Ohio State University,
1401472893,28987,Q28987$2ea7fcaf-4051-42da-b556-8654a6d93c51,39,,position held,"""Q12097""",king,"""Q22953196""",King of the Ostrogoths,
1403499681,13726,Q13726$F366AE1E-9F1E-4D2F-BBBD-FC8E24BCEAAA,856,,official website,"""http://www.albay.gov.ph/""",,"""http://albay.gov.ph/""",,
1403959383,19798,description,-2,,description,"""market town in the North Hertfordshire District in Hertfordshire, England""",,"""market town in the North Hertfordshire district in Hertfordshire, England""",,
1404105805,8082,Q8082$EF99A935-3A3A-41B5-9E8C-F342AAA2FEFF,279,,subclass of,"""Q65742449""",Formula One race,"""Q11924610""",Formula One Grand Prix,
1404130874,10633,Q10633$572cc65e-41e5-2ff4-f3e2-8331f02c9e4d,734,,family name,"""Q56269307""",Bowes-Lyon,"""Q104179222""",Bowes-Lyon,
1405063117,26172,description,-2,,description,"""airliner family by Junkers""",,"""1919 airliner family""",,
1410285381,19054,Q19054$B8E26EA8-9987-4FD4-929F-7CB9C3FFA52E,18,,image,"""Matteo Bandello.jpg""",,"""Ritratto di Matteo Bandello, ante 1829 - Accademia delle Scienze di Torino - Ritratti 0007 B.jpg""",,
1410383532,28524,Q28524$1a5e83de-46a1-6cef-81b1-565b3748dff5,1368,,National Library of Latvia ID,"""125664""",,"""000125664""",,
1411627417,36152,label,-1,,label,"""Mbugu""",,"""Mbugu people""",,
1415761890,11646,Q11646$d4b8bb7e-4e8e-5244-66ad-596b45081311,279,,subclass of,"""Q1465419""",music of Greece,"""Q6942093""","music of Georgia, U.S.",
1416222848,6726,q6726$A014E3EF-3353-4D01-B88C-A51F300C6A03,31,,instance of,"""Q577""",year,"""Q3186692""",calendar year,
1420184151,18754,label,-1,,label,"""WWE Raw""",,"""WWE Monday Night RAW""",,
1421207946,18845,label,-1,,label,"""cuckoo""",,"""Common Cuckoo""",,
1421336089,25287,description,-2,,description,"""Large city in Sweden""",,"""large city in Sweden""",,
1429554944,3143,Q3143$02C68428-1A72-41AD-AD83-43072C0102B1,2076,,temperature,"""+130""",,"""+125""",,
1433418651,10876,Q10876$1c9567e7-5dd1-4b2f-aa4a-1500e750ac14,910,,topic's main category,"""Q106845776""",,"""Q1457013""",Category:Bacteria,
1433623034,159,Q159$84a70d9f-b160-4880-814b-1ea54a60dc85,910,,topic's main category,"""Q106841287""",,"""Q1411008""",Category:Russia,
1435020863,41683,q41683$5fde6888-4e26-1147-2cc8-2313c5c7659a,570,,date of death,"""-397-12-27T00:00:00Z""",,"""-390-00-00T00:00:00Z""",,
1435373199,931,Q931$58D46371-35CC-4383-AFB6-58070917143A,6262,,Fandom article ID,"""he.naruto:נארוטו אוזומאקי""",,"""he.naruto:נארוטו_אוזומאקי""",,
1443608474,7226,Q7226$BABAC00D-D82E-4728-A610-DF3E3F9BD145,509,,cause of death,"""Q170518""",burn,"""Q468455""",death by burning,
1444716246,13419,Q13419$3721BA8E-3517-4535-A907-83438CD3AA8B,1566,,GeoNames ID,"""3127814""",,"""6534022""",,
1451091214,11617,label,-1,,label,"""Aaliyah""",,"""Aliyah""",,
1456065376,41073,description,-2,,description,"""karate organisation""",,"""karate organization""",,
1461440855,10545,Q10545$F598122A-F544-4452-8AC8-4D10D98442B6,18,,image,"""Clubiona sp., Bielefeld, Germany - 20041024.jpg""",,"""Drassodes 7646 (rotated).jpg""",,
1462846751,11581,Q11581$a622a00f-7ace-4b03-bef6-b481d5b5fc85,597,,WTA player ID,"""80459/andrea-sestini-hlavackova""",,"""80459""",,
1462851829,11583,Q11583$442bc9e5-a488-45a1-85dc-a12bdc66053f,597,,WTA player ID,"""310849/lucie-hradecka""",,"""310849""",,
1466816106,37472,description,-2,,description,"""Waterfall in Bosnia and Herzegovina""",,"""waterfall in Bosnia and Herzegovina""",,
1469211700,381,Q381$47195818-4518-8f04-9094-78411d057d05,1329,,phone number,"""+81 52-953-0032""",,"""+81-52-953-0032""",,
1473305853,37093,Q37093$48e027f8-4cf8-9f97-8ee9-f52fa92261ef,3365,,Treccani ID,"""yahoo_(Lessico-del-XXI-Secolo)""",,"""yahoo""",,
1475404600,1339,Q1339$f4ac6939-438c-5ac8-7192-ecb94d38f806,800,,notable work,"""Q979164""","Toccata and Fugue in D minor, BWV 538","""Q2293299""",Italian Concerto,
1475790853,956,Q956$8346a6fc-46e6-1ba4-3d18-13a7a93b5fdb,1343,,described by source,"""Q15987490""",1922 Encyclopædia Britannica,"""Q20096917""",Encyclopædia Britannica Ninth Edition,
1476956536,1858,Q1858$47155f00-4cc9-e469-1a56-ef3dfb9b488a,4223,,Treccani's Enciclopedia Italiana ID,"""hanoi_%28Enciclopedia-dei-ragazzi%29""",,"""hanoi""",,
1479062753,7216,q7216$82AC4F55-FEAF-49AE-B666-1E8589F937F4,161,,cast member,"""Q470442""",Stoya,"""Q5230560""",David Aaron Clark,
1479395630,1011,Q1011$939534ae-4113-2776-cd65-bbf0e986d57e,4003,,Facebook page ID,"""Cabo-Verde/105676706132967/""",,"""Cabo-Verde/105676706132967""",,
1479631288,4633,Q4633$d34eeb99-4ca7-cd2c-18b5-a2ad6cd1745c,18,,image,"""Flag of Cyprus (1922–1960).svg""",,"""Flag of Cyprus (1960–2006).svg""",,
1480234798,6746,Q6746$4F03E80F-561F-4A45-8248-B48312DAE80C,159,,headquarters location,"""Q90""",Paris,"""Q787870""",PSA Poissy Plant,
1481793066,11998,description,-2,,description,"""Australian singer""",,"""Australian singer and actress""",,
1482061792,7229,q7229$3e5a2433-49b2-2319-29ae-021cd410015c,97,,noble title,"""Q3519259""",count,"""Q5177051""",countess,
1486288959,2203,Q2203$EAE3CAD2-064A-4CFB-8198-BCA6FD6BF7FA,1376,,capital of,"""Q6088752""",,"""Q4790285""",Arica Province,
1487091543,30056,Q30056$10e3b1c4-46b4-0bce-0995-c0d45c9a8a82,5588,,invasive to,"""Q1974""",,"""Q1973""",British Columbia,
1488096845,35633,Q35633$2ca40021-41af-37e6-66da-b03130c5449b,1412,,"languages spoken, written or signed","""Q8752""",Basque,"""Q1321""",Spanish,
1489457980,14304,Q14304$5525d5d5-4758-a8fc-ece4-a36cea8b8f1f,40,,child,"""Q16176271""",Chonsoun,"""Q483255""",Prince Hyoryeong,
1490282773,12012,q12012$7B8975D9-3D4C-4A78-B7AB-B688D4F71E99,373,,Commons category,"""Nigar Jamal""",,"""Nigar Camal""",,
1490708778,12616,description,-2,,description,"""Part of the Billof Rights of the United States of America""",,"""Part of the Bill of Rights of the United States of America""",,
1491102938,14326,description,-2,,description,"""genus of reptiles (fossil)""",,"""genus of apatosaurs""",,
1492999523,40224,Q40224$8E7FB496-CEA3-45BE-AD1E-B637E607ED0E,1477,,birth name,"""Karl Friedrich Michael Vaillant""",,"""Carl Friedrich Michael Vaillant""",,
1493927807,29318,Q29318$dd5711ba-409d-8c9a-afff-b56cf56a4177,348,,software version identifier,"""18.00.31""",,"""18.00.23""",,
1494372528,3365,Q3365$d1e92503-4849-57e9-c5ec-74b470b63159,1559,,name in native language,"""Αντίοχος Γ' ο Μέγας""",,"""Ἀντίοχος Μέγας""",,
1494378142,42146,description,-2,,description,"""special-status city of South Korea""",,"""big city of South Korea""",,
