revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
1593523775,111223274,Lee Van Ching,description,,-2,description,"""Chinese-born antiquities dealer of Asian arts (active in 1920's to 1950's)""",,"""Chinese-born antiquities dealer of Asian arts""",,string,UPDATE,PROPERTY_VALUE,human,"""Chinese-born antiquities dealer of Asian arts""",,,refinement,
1527147856,209719,Second Book of Samuel,Q209719$9B437344-CC42-4D33-92DD-DF643D4019D6,,527,has part(s),"""Q12470298""",2 Samuel 18,"""Q16158742""",2 Samuel 2,wikibase-entityid,UPDATE,PROPERTY_VALUE,"book of the Bible, literary work, religious text","""book of the Bible""",second Book of Samuel chapter,second Book of Samuel chapter,link_change,
1902148579,14985,propyl alcohol,Q14985$439A692D-F69C-43C8-95F2-0D4EB65B969D,,2101,melting point,"""-127.0""",,"""-127""",,quantity,UPDATE,PROPERTY_VALUE,"fatty alcohol, propanol, type of chemical entity","""primary alcohol compound""",,,unrefinement,
107876225,247120,Neo,description,,-2,description,"""fictional character from the Matrix""",,"""The Matrix character""",,string,UPDATE,PROPERTY_VALUE,"fictional human, film character","""fictional character from the films of the Matrix series""",,,"unrefinement, rewording",
711085193,354829,Adelheid von Lauffen,Q354829$8D2D459E-F680-46E8-9625-8AD4596A75BB,,569,date of birth,"""+1100-01-01T00:00:00Z""",,"""+1075-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""(1075-11__)""",,,property_value_update,
511800304,371840,Américo Tomás,Q371840$acc374c7-4dc9-8575-3360-b4cbd918468b,,410,military or police rank,"""Q23022368""",kontr-admiral,"""Q132851""",admiral,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""(1894-1987) President of Portugal""","""highest naval officer rank""",Russian naval officer rank,unrefinement,
9850425,16378,Vijaygupta Maurya,q16378$A24F7EFD-5A3F-497F-BDCE-787D7DEF4D3E,,19,place of birth,"""Q1931349""",Porbandar Airport,"""Q6419912""",Porbandar,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Gujarati Science writer and story writer from India""",city in Gujarat,airport in India,link_change,
1545902953,7439,Richard Stallman,Q7439$a53242d7-497f-0976-b923-0fb1a147f8d3,,106,occupation,"""Q102129595""",free software activist,"""Q15253558""",activist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""American software freedom activist, short story writer and computer programmer, founder of the GNU project""","person working with promoting or impeding, or causing social, political, economic, or environmental change",activist who promotes free software,unrefinement,
1949720232,2270,benzene,Q2270$EC6DF9C1-49A3-42F9-882F-C82082A1FFA9,,2101,melting point,"""+5.600000000000023""",,"""+5.6""",,quantity,UPDATE,PROPERTY_VALUE,"aromatic hydrocarbon, cyclohexatriene, homocyclic compound, substituted benzene, type of chemical entity","""hydrocarbon compound consisting of a 6-sided ring""",,,unrefinement,
390853219,1119,hafnium,Q1119$d3eb80b3-4793-430a-aba5-f157ac9a8891,,2054,density,"""+13.31""",,"""+13""",,quantity,UPDATE,PROPERTY_VALUE,"chemical element, combustible powder, lithophile, transition metal","""element with the atomic number of 72""",,,unrefinement,
334714624,446799,Loren Legarda,Q446799$89E9B56F-2141-4BBF-94DD-E0EC1971ADF2,,106,occupation,"""Q1476215""",human rights activist,"""Q15253558""",activist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""President pro tempore of the Senate of the Philippines since 2022""","person working with promoting or impeding, or causing social, political, economic, or environmental change",person who acts to protect human rights,unrefinement,
414069157,243456,Cumae,Q243456$f24f9c22-4bc3-af8f-3aa0-110b8a303861,,1584,Pleiades ID,"""https://pleiades.stoa.org/places/432808""",,"""432808""",,string,UPDATE,PROPERTY_VALUE,"archaeological site, city, polis","""ancient Roman city near Naples, Italy""",,,unrefinement,
590788391,243771,Antonio Machado,Q243771$83e9996b-43f2-c1d7-950d-a47d17ac4642,,1477,birth name,"""Antonio Cipriano José María Machado Ruiz""",,"""Antonio Machado Ruiz""",,monolingualtext,UPDATE,PROPERTY_VALUE,human,"""Spanish poet (1875-1939)""",,,unrefinement,
1384790232,462976,Violet Rose Olney,Q462976$95C15623-477D-495D-9769-BB383F609818,,570,date of death,"""+1999-01-01T00:00:00Z""",,"""+1999-01-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""British athlete""",,,refinement,
454842419,891,Nizhny Novgorod,Q891$78aa0a43-45a8-1bdc-3893-b1803fe1b6a0,,2046,area,"""+410.68""",,"""+410.6""",,quantity,UPDATE,PROPERTY_VALUE,"administrative centre, administrative territorial entity, big city, city or town, city-state, largest city, local government area, million city, territory","""capital of the Nizhny Novgorod Oblast and the Volga Federal District in central Russia""",,,unrefinement,
731979847,1045,Somalia,q1045$AE999D84-207C-48FF-9B03-AB4CE3CD35E5,,625,coordinate location,"{""latitude"": 8.316667, ""longitude"": 47.3}",,"{""latitude"": 6, ""longitude"": 47}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, federal republic, republic, sovereign state","""sovereign state in Africa""",,,"unrefinement, property_value_update",
2054940844,385896,Ōshikōchi no Mitsune,Q385896$6C0FD83C-4D9D-4C7D-88B0-6F3C2A12C1DB,,570,date of death,"""+1000-01-01T00:00:00Z""",,"""+925-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Japanese writer""",,,property_value_update,
1791565008,206123,Harald Fairhair,Q206123$24279F06-80BA-4265-A336-5B9E29B34377,,569,date of birth,"""+910-00-00T00:00:00Z""",,"""+850-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Norway""",,,property_value_update,
335622253,2898,Rostock District,Q2898$F5882776-E081-46F8-B292-C2BB6512F078,,625,coordinate location,"{""latitude"": 53.91, ""longitude"": 12.25}",,"{""latitude"": 53.9, ""longitude"": 12.25}",,globecoordinate,UPDATE,PROPERTY_VALUE,rural district of Mecklenburg-Vorpommern,"""district of Mecklenburg-Western Pomerania, Germany""",,,unrefinement,
263114651,90,Paris,q90$CC8612EE-CB95-4E57-9AA0-2AFA95A214E6,,625,coordinate location,"{""latitude"": 48.866666666667, ""longitude"": 2.3330555555556}",,"{""latitude"": 48.86, ""longitude"": 2.3444444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, college town, commune of France, department of France, global city, largest city, megacity, metropolis, national capital, primate city, territorial collectivity of France with special status, tourist destination","""capital city and largest city of France""",,,"unrefinement, property_value_update",
6041905,17,Japan,q17$C55C1B96-6A1B-4C0C-A7EF-8B5223A5F467,,36,capital,"""Q1207735""",Tokyo City,"""Q1490""",Tokyo,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, island country, sovereign state","""island country in East Asia""","""capital and largest city of Japan""","historic municipality in Japan, 1889-1943. now area of 23 special wards",link_change,
268033414,241220,Cros,q241220$162B81D3-8252-4961-98DE-EC995F732550,,625,coordinate location,"{""latitude"": 43.994, ""longitude"": 3.8258}",,"{""latitude"": 43.993611111111, ""longitude"": 3.825}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"""commune in Gard, France""",,,"refinement, unrefinement",
1847500598,425501,Al-Azraqi,Q425501$e9d0c4cb-4e61-e50c-2729-ca28428b2022,,800,notable work,"""Q116749902""","Akhbār Makkah wa-mā jāʼa fīhā min al-Āthār (Dār al-Andalus lil-Nashr, 1983)","""Q117026492""",Akhbār Makkah wa-mā jāʼa fīhā min al-Āthār,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""9th-century Islamic commentator and historian""",book on the history of Mecca in the 9th century,,link_change,
2068287222,600,Ichiro Suzuki,Q600$190f9085-4da9-cdfd-6c96-c9c4db01cf7c,,69,educated at,"""Q11494046""",Aichi Institute of Technology Meiden Junior and Senior High School,"""Q114924014""",Aichi Institute of Technology Meiden High School,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Japanese Hall of Fame baseball player (1973-)""",,,unrefinement,
1876857841,450980,Servais Knaven,Q450980$e6b9a9a1-4059-7968-2ea5-96ad17b1ef30,,6087,coach of sports team,"""Q116689119""",2023 AG Insurance-Soudal Quick-Step Team,"""Q61747858""",AG Insurance-Soudal Team,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Dutch cyclist""",Dutch cycling team,cycling team season,link_change,
320260202,236448,Dragon,label,,-1,label,"""Dragon capsule""",,"""Dragon""",,string,UPDATE,PROPERTY_VALUE,"cargo spacecraft, reusable spacecraft, space capsule, spacecraft model","""reusable cargo spacecraft by SpaceX""",,,unrefinement,
1330306948,662,Neon Genesis Evangelion,Q662$9c39263f-4e7d-bf63-9950-57df73a23af7,,136,genre,"""Q15637293""",action anime and manga,"""Q104537013""",action anime,wikibase-entityid,UPDATE,PROPERTY_VALUE,anime television series,"""Japanese anime television series""",anime genre,anime and manga genre,link_change,
340154117,172,Toronto,q172$E7EF0CB0-2C0C-42A9-BBE1-4F68E31796AC,,625,coordinate location,"{""latitude"": 43.648061111111, ""longitude"": -79.404169444444}",,"{""latitude"": 43.7, ""longitude"": -79.4}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, census division of Canada, city, financial center, largest city, provincial or territorial capital city in Canada, single-tier municipality","""capital and largest city of the province of Ontario, Canada""",,,"unrefinement, property_value_update",
575961234,384148,Krishna Dharma,Q384148$46EA4489-28B0-47DF-8BA1-D577A9D6F00C,,569,date of birth,"""+1955-01-01T00:00:00Z""",,"""+1955-03-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""British Hindu scholar and author""",,,refinement,
2124609561,353345,Karl-Alfred Jacobsson,Q353345$E5573791-B45E-49AB-B69C-1746ABF97898,,735,given name,"""Q108881440""",Karl Alfred,"""Q3480335""",Alfred,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Swedish association football player (1926-2015)""",male given name,male given name,link_change,
630577677,801,Israel,q801$003f16a8-43f9-651b-686c-2b938884fa32,,625,coordinate location,"{""latitude"": 31.75, ""longitude"": 35}",,"{""latitude"": 31, ""longitude"": 35}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, region, sovereign state, state with limited recognition","""country in Western Asia""",,,unrefinement,
858551170,352684,Marcus Manilius,Q352684$96A7127A-9588-4D45-841E-96992909485A,,570,date of death,"""+100-01-01T00:00:00Z""",,"""+50-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""1st century Roman writer""",,,property_value_update,
732742137,953,Zambia,q953$48BCF367-DED6-4631-BE77-4501D4A249C6,,625,coordinate location,"{""latitude"": -14.116667, ""longitude"": 27.633333}",,"{""latitude"": -14, ""longitude"": 28}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, landlocked country, republic, sovereign state","""country at the crossroads of Central and Southern Africa""",,,"unrefinement, property_value_update",
10676760,25998,Roxana Scarlat,q25998$61F854E7-09EF-4F07-BD86-05675B08E7DE,,27,country of citizenship,"""Q581325""",Greater Romania,"""Q218""",Romania,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Romanian fencer""","""country in Southeast Europe""",irredentism,link_change,
340153933,2096,Edmonton,q2096$2C441442-8BA4-4542-A95C-69012DAE6570,,625,coordinate location,"{""latitude"": 53.547222, ""longitude"": -113.500556}",,"{""latitude"": 53.5, ""longitude"": -113.5}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, city, city in Alberta, provincial or territorial capital city in Canada","""capital city of the province of Alberta, Canada""",,,unrefinement,
124979487,2368,Bliss,Q2368$9861e133-4a3c-b939-2b45-bbca399abdb6,,1259,coordinates of the point of view,"{""latitude"": 38.250139, ""longitude"": -122.410806}",,"{""latitude"": 38.249, ""longitude"": -122.41}",,globecoordinate,UPDATE,PROPERTY_VALUE,"computer wallpaper, photograph","""default computer wallpaper of Windows XP""",,,"unrefinement, property_value_update",
1650921505,3070,San José,q3070$4A4671FA-AC20-44A4-A0B6-DC408243AA37,,625,coordinate location,"{""latitude"": 9.9333333333333, ""longitude"": -84.083333333333}",,"{""latitude"": 9.9325, ""longitude"": -84.08}",,globecoordinate,UPDATE,PROPERTY_VALUE,"administrative territorial entity, big city, city, largest city","""capital of Costa Rica""",,,"unrefinement, property_value_update",
9337152,15674,Kagoshima,q15674$A27C92C0-1EDD-4904-83CE-C5E8F9565191,,190,twinned administrative body,"""Q1249407""",USS Miami,"""Q8652""",Miami,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city for international conferences and tourism, city of Japan, core city of Japan, jōkamachi, prefectural capital of Japan","""capital city of Kagoshima prefecture""","""city in Miami-Dade County, Florida, United States""",1988 Los Angeles-class submarine,link_change,
1215777043,222906,John IV of Saxe-Lauenburg,Q222906$93DDA515-21DE-440F-AECE-5B9572D1B89F,,569,date of birth,"""+1483-01-01T00:00:00Z""",,"""+1483-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German prince-bishop""",,,re_formatting,
2208737330,192849,Vlorë County,Q192849$84cec4d3-c472-4b19-9cb1-e6efcac77071,,1082,population,"""+175640""",,"""+264556""",,quantity,UPDATE,PROPERTY_VALUE,county of Albania,"""county of Albania""",,,property_value_update,
610217628,213675,Gottfried August Bürger,Q213675$8FDD1292-0268-4073-9E86-9A0835BB1AB7,,1343,described by source,"""Q14565651""","Allgemeine Deutsche Biographie, 3rd volume","""Q590208""",Allgemeine Deutsche Biographie,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German poet (1747-1794)""",biographical reference work,,unrefinement,
409941137,70810,Tiedemann Giese,Q70810$9742f88c-44ac-602a-1806-5b533a56eab5,,1343,described by source,"""Q14616717""","Allgemeine Deutsche Biographie, 9th volume","""Q590208""",Allgemeine Deutsche Biographie,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Roman Catholic bishop""",biographical reference work,,unrefinement,
1952520520,91598,Heinrich Simroth,description,,-2,description,"""German malacologist""",,"""German zoologist and malacologist""",,string,UPDATE,PROPERTY_VALUE,human,"""German zoologist and malacologist (1851–1917)""",,,refinement,
1902051860,420056,peginterferon alfa-2a,Q420056$0992BDDF-B6CC-4E7F-822B-D94E3516BDA5,,4250,defined daily dose,"""+26.0""",,"""+26""",,quantity,UPDATE,PROPERTY_VALUE,"PEGylated compound, type of chemical entity","""pharmaceutical drug""",,,unrefinement,
201288744,267258,Odawara,q267258$ecdc517c-818a-4a09-80b5-28905e1caab8,,1082,population,"""+194965""",,"""+194672""",,quantity,UPDATE,PROPERTY_VALUE,"big city, city of Japan, special city of Japan","""city in Kanagawa Prefecture, Japan""",,,property_value_update,
1036238778,82522,Coma Supercluster,Q82522$7b3418e7-9f50-4bcb-9036-0dcdfc8ce903,,6258,declination,"""+23.90000""",,"""+23.90""",,quantity,UPDATE,PROPERTY_VALUE,supercluster,"""supercluster, containing the Coma Cluster and the Leo Cluster""",,,unrefinement,
677484347,314953,Kirchdorf,Q314953$CBF1C163-493C-4AF1-A16F-B3951ACEE0DF,,2046,area,"""+21.030000000000001136868377216160297393798828125""",,"""+21.03""",,quantity,UPDATE,PROPERTY_VALUE,non-urban municipality in Germany,"""human settlement in Landkreis Mühldorf am Inn, Germany""",,,unrefinement,
13259641,9495,Site historique maritime de la Pointe-au-Père,q9495$FBB694D7-F179-4675-B722-FD2BC5BA094C,,131,located in the administrative territorial entity,"""Q1517260""",Rimouski-Neigette,"""Q1336""",Rimouski,wikibase-entityid,UPDATE,PROPERTY_VALUE,museum,"""maritime museum in Rimouski, Quebec, Canada""","""city of Québec, Canada""","regional county municipality in Quebec, Canada",link_change,
6353566,9036,Nikola Tesla,q9036$15331251-A870-4FD2-A025-97BC65549A14,,106,occupation,"""Q1326886""",electrical engineer,"""Q81096""",engineer,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Serbian-American inventor (1856–1943)""","""professional practitioner of engineering""",professional practicioner of electrical engineering,unrefinement,
6185271,118484,Daniel Brélaz,q118484$506AF12F-E016-4817-961F-6AD8BA8D425B,,21,sex or gender,"""Q1621322""",Middle-earth man,"""Q8441""",man,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Swiss politician""","""male adult human""",humanoid species from J.R.R. Tolkien's legendarium,link_change,
1904981154,390188,Greg Howard,Q390188$789D3CC8-78D6-4832-AC96-57C1EC6E2A64,,569,date of birth,"""+1964-01-01T00:00:00Z""",,"""+1964-07-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American musician (1964–2023)""",,,refinement,
2273471721,116462,Helen Gahagan Douglas,description,,-2,description,"""American actress and politician""",,"""American actress and politician (1900–1980)""",,string,UPDATE,PROPERTY_VALUE,human,"""American actress and politician (1900–1980)""",,,refinement,
1399882622,168929,Campo Grande,Q168929$9248DBC4-096E-481E-8F3F-937B489E80D4,,2046,area,"""+8096.050000""",,"""+8096.05""",,quantity,UPDATE,PROPERTY_VALUE,"big city, municipality of Brazil","""Brazilian municipality, capital of the state of Mato Grosso do Sul""",,,unrefinement,
1754881648,1651,Yohan Blake,Q1651$61c90991-4d3e-bcb6-f135-0b40e2f397f8,,2522,competition won,"""Q16935659""",2014 IAAF World Relays – men's 4 × 100 metres relay,"""Q15102308""",2014 IAAF World Relays,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Jamaican athletics competitor""",,,unrefinement,
681337785,373095,2012 European Wrestling Championships,Q373095$D73FA077-2D55-40F9-9FA8-BF25102BBDC0,,156,followed by,"""Q16161815""",2013 European Greco-Roman Wrestling Championships,"""Q7699714""",2013 European Wrestling Championships,wikibase-entityid,UPDATE,PROPERTY_VALUE,"European Wrestling Championships, sports season","""wrestling event""",wrestling event,,unrefinement,
956401074,208147,hang gliding,Q208147$b4c170c1-4a74-dc49-2833-583f8ca6fc92,,31,instance of,"""Q18353240""",air sports at the 2014 Asian Beach Games,"""Q644628""",air sports,wikibase-entityid,UPDATE,PROPERTY_VALUE,"air sports, hobby","""air sport or recreational activity""",range of aerial activities,,unrefinement,
1330741129,437808,Fullmetal Alchemist: Brotherhood,Q437808$94F6F398-8BCC-45A7-BC67-97B7FB56F8BD,,136,genre,"""Q15712918""",adventure anime and manga,"""Q104536870""",adventure anime,wikibase-entityid,UPDATE,PROPERTY_VALUE,anime television series,"""Japanese anime television series""",anime genre,anime and manga genre,link_change,
1860947776,393501,Captain Harlock,Q393501$5D5AD938-F32F-44A9-B16B-B7534DB4AB7D,,136,genre,"""Q15712918""",adventure anime and manga,"""Q1436734""",adventure,wikibase-entityid,UPDATE,PROPERTY_VALUE,manga series,"""1977 manga series""",exciting or unusual experience,anime and manga genre,link_change,
1963707254,388479,The Monster Kid,Q388479$6A8A8D8E-7A31-45E7-B056-30B4922EB27F,,136,genre,"""Q15712918""",adventure anime and manga,"""Q104536877""",adventure manga,wikibase-entityid,UPDATE,PROPERTY_VALUE,manga series,"""Japanese manga series by Fujiko Fujio A""",manga genre,anime and manga genre,link_change,
2021375494,169276,Allgäu,Q169276$24574438-0610-4D68-93C7-3E0E3BE9D361,,1889,different from,"""Q1744482""",Planungsregion Allgäu,"""Q1739832""",Allgäu,wikibase-entityid,UPDATE,PROPERTY_VALUE,region,"""German region and landscape in southern Swabia, Bavaria, and southern Württemberg, Baden-Württemberg""",Wikimedia disambiguation page,"region of Bavaria, Germany",link_change,
